6GSU,cho_book_1959_brimmell_000_0000,Communism in South East Asia: A Political Analysis
6GUW,cho_book_1959_hill_000_0000,Egypt in the Sudan 1820-1881
6GTS,cho_book_1959_nutting_000_0000,Disarmament: An Outline of the Negotiations
6HBG,cho_book_1959_rose_000_0000,Socialism in Southern Asia
6GZJ,cho_book_1960_0000_000_0000,Nigeria: The Political and Economic Background
6HES,cho_book_1960_ahmed_000_0000,The Intellectual Origins of Egyptian Nationalism
6GPJ,cho_book_1960_benham_000_0000,A Short Introduction to the Economy of Latin America
6GWJ,cho_book_1960_khadduri_000_0000,Independent Iraq 1932-1958: A Study in Iraqi Politics Since 1932
6GUR,cho_book_1960_linke_000_0000,Ecuador: Country of Contrasts (1960)
6GZD,cho_book_1960_morris_000_0000,Nationalism and the Right Wing in Japan: A Study of Post-War Trends
6HDN,cho_book_1960_szczepanik_000_0000,The Economic Growth of Hong Kong
6GPL,cho_book_1960_toynbee_000_0000,"A Study of History (Toynbee, 1960)"
6GUZ,cho_book_1960_trevaskis_000_0000,Eritrea: A Colony in Transition: 1941-52
6GPS,cho_book_1961_0012_000_0000,"A Study of History, vol. 12: Reconsiderations"
6GUM,cho_book_1961_benham_000_0000,Economic Aid to Underdeveloped Countries
6HCF,cho_book_1961_chidzero_000_0000,Tanganyika and International Trusteeship
6HDM,cho_book_1961_hughes_000_0000,The Economic Development of Communist China 1949-1960
6HDL,cho_book_1961_humphreys_000_0000,The Diplomatic History of British Honduras 1638-1901
6HDS,cho_book_1961_lancaster_000_0000,The Emancipation of French Indochina
6HDT,cho_book_1961_lewis_000_0000,The Emergence of Modern Turkey (1961)
6HEQ,cho_book_1961_misra_000_0000,The Indian Middle Classes: Their Growth in Modern Times
6GQN,cho_book_1961_pendle_000_0000,"Argentina (Pendle, 1961)"
6GRK,cho_book_1961_waddell_000_0000,British Honduras: A Historical and Contemporary Survey
6GOU,cho_book_1962_baer_000_0000,A History of Landownership in Modern Egypt
6GYS,cho_book_1962_cline_000_0000,Mexico: Revolution to Evolution 1940-1960
6GZX,cho_book_1962_denton_000_0000,Planning in the E.E.C.: The Medium-Term Economic Policy Programme of the European Economic Community.
6GQL,cho_book_1962_hourani_000_0000,Arabic Thought in the Liberal Age 1798-1939
6GXS,cho_book_1962_lutz_000_0000,Italy: A Study in Economic Development
6GSO,cho_book_1962_meade_000_0000,Case Studies in European Economic Union: The Mechanics of Integration
6GRJ,cho_book_1962_smith_000_0000,British Guiana
6GYD,cho_book_1962_warriner_000_0000,"Land Reform and Development in the Middle East: A Study of Egypt, Syria and Iraq (1962)"
6HDK,cho_book_1963_higgins_000_0000,The Development of International Law Through the Political Organs of the United Nations
6GUV,cho_book_1963_issawi_000_0000,"Egypt in Revolution, An Economic Analysis"
6HGB,cho_book_1963_reeve_000_0000,The Republic of Korea: A Political and Economic Study
6GWN,cho_book_1964_0000_000_0000,"Index to Periodical Articles 1950-1964 in the Library of the RIIA, vol. 1"
6GWO,cho_book_1964_0000_001_0000,"Index to Periodical Articles 1950-1964 in the Library of the RIIA, vol. 2"
6GZG,cho_book_1964_0000_002_0000,"New Directions for World Trade: Proceedings of a Chatham House Conference, Bellagio, 16-24 September 1963"
6HDJ,cho_book_1964_bell_000_0000,The Debatable Alliance: An Essay in Anglo-American Relations
6HCY,cho_book_1964_fitzgerald_000_0000,The Chinese View of Their Place in the World
6HFH,cho_book_1964_haseeb_000_0000,The National Income of Iraq 1953-1961
6GST,cho_book_1964_ionescu_000_0000,Communism in Rumania 1944-1962
6GWI,cho_book_1964_king_000_0000,Imperial Outpost - Aden: Its Place in British Strategic Policy
6HCV,cho_book_1964_lamb_000_0000,"The China-India Border, The Origins of The Disputed Boundaries"
6HBZ,cho_book_1964_mcmahon_000_0000,Sterling in the Sixties
6GZV,cho_book_1964_owens_000_0000,Peru
6GUC,cho_book_1965_parker_000_0000,The Central American Republics (1964)
6GVK,cho_book_1964_roberts_000_0000,Foreign Affairs Bibliography: A Selected and Annotated List of Books on International Relations 1952-1962
6GTJ,cho_book_1964_thomson_000_0000,Democracy in France Since 1870
6GQT,cho_book_1964_tinker_000_0000,Ballot Box and Bayonet: People and Government in Emergent Asian Countries
6GRQ,cho_book_1964_younger_000_0000,Changing Perspectives in British Foreign Policy
6GWU,cho_book_1964_zauberman_000_0000,"Industrial Progress in Poland, Czechoslovakia, and East Germany: 1937-1962"
6HGY,cho_book_1965_abun_000_0000,The Tijaniyya: A Sufi Order inthe Modern World
6GXV,cho_book_1965_allen_000_0000,Japan's Economic Expansion
6HIW,cho_book_1965_camps_000_0000,What Kind of Europe? the Community Since DeGaulle's Veto
6HCK,cho_book_1965_kerr_000_0000,"The Arab Cold War, 1958-1964: A Study of Ideology in Politics"
6HDF,cho_book_1965_koskyns_000_0000,"The Congo Since Independence, January 1960 to December 1961"
6GVL,cho_book_1965_milhaly_000_0000,Foreign Aid and Politics in Nepal: A Case Study
6GQV,cho_book_1965_osborne_000_0000,"Bolivia: A Land Divided, rev. ed."
6GQO,cho_book_1965_pendle_000_0000,"Argentina (Pendle, 1965)"
6HCX,cho_book_1965_purcell_000_0000,The Chinese in Southeast Asia
6HGR,cho_book_1965_seale_000_0000,The Struggle for Syria: A Study of Post-War Arab Politics 1945-1958
6GYW,cho_book_1965_shonfield_000_0000,Modern Capitalism: The Changing Balance of Public and Private Power (1965)
6HAV,cho_book_1965_spence_000_0000,Republic Under Pressure: A Study of South African Foreign Policy
6GVG,cho_book_1965_swainiewicz_000_0000,Forced Labour and Economic Development: An Enquiry Into the Experience of Soviet Industrialization
6GZM,cho_book_1965_vaeliz_000_0000,Obstacles to Change in Latin America
6HAT,cho_book_1966_0000_000_0000,Report on World Affairs
6GQY,cho_book_1966_austin_000_0000,Britain and South Africa
6HAB,cho_book_1966_austin_001_0000,Politics in Ghana 1946-1960
6HEB,cho_book_1966_baron_000_0000,The Foreign Policy of Soviet Russia 1929-1941
6HIA,cho_book_1966_bull_000_0000,Vatican Politics: At the Second Vatican Council 1962-1965
6HET,cho_book_1966_conell_000_0000,The Inter-American System
6HHN,cho_book_1966_eden_000_0000,Towards Peace in Indo-China
6GSP,cho_book_1966_galbraith_000_0000,Colombia: A General Survey (1966)
6HIT,cho_book_1966_hanson_000_0000,The Process of Planning: A Study of India's Five-Year Plans 1950-1964
6HCQ,cho_book_1966_meade_000_0000,The Balance of Payments
6HFS,cho_book_1966_miller_000_0000,The Politics of the Third World
6HGD,cho_book_1966_obrien_000_0000,"The Revolution in Egypt's Economic System: From Private Enterprise to Socialism, 1952-1965"
6HHD,cho_book_1966_pickles_000_0000,The Uneasy Entente: French Foreign Policy and Franco-British Misunderstandings
6HHO,cho_book_1966_wells_000_0000,Trade Policies for Britain: A Study in Alternatives
6GXL,cho_book_1967_ahmad_000_0000,Islamic Modernism in India and Pakistan 1857-1964
6GVB,cho_book_1967_camps_000_0000,European Unification in the Sixties: From the Veto to the Crisis
6GPE,cho_book_1967_dell_000_0000,A Latin American Common Market?
6HGE,cho_book_1967_gittings_000_0000,The Role of the Chinese Army
6GQD,cho_book_1967_hazlewood_000_0000,African Integration and Disintegration: Case Studies in Economic and Political Union
6HCL,cho_book_1967_kerr_000_0000,"The Arab Cold War, 1958-1967: A Study of Ideology in Politics"
6GSV,cho_book_1967_McLachlan_000_0000,Competition Policy in the European Community: The Rules in Theory and Practice
6HDR,cho_book_1967_saab_000_0000,The Egyptian Agrarian Reform 1952-1962
6HGP,cho_book_1967_strange_000_0000,The Sterling Problem and the Six
6HIO,cho_book_1967_swann_000_0000,"Concentration or Competition: A European Dilemma? An Essay on Antitrust and the Quest forA ""European"" Size of Company in the Common Market"
6GVC,cho_book_1967_Tinker_000_0000,Experiment With Freedom: India and Pakistan 1947
6HHE,cho_book_1967_tinker_001_0000,The Union of Burma: A Study of the First Years of Independence
6HEO,cho_book_1967_toynbee_000_0000,The Impact of The Russian Revolution 1917-1967: The Influence of Bolshevism on the World Outside Russia
6GZZ,cho_book_1967_veliz_000_0000,Politics and Conformity in Latin America
6GQH,cho_book_1967_warley_000_0000,Agriculture: The Cost of Joining the Common Market
6HHM,cho_book_1968_coombes_000_0000,Towards a European Civil Service
6HCH,cho_book_1968_dosser_000_0000,Taxes in the EEC and Britain: The Problem of Harmonization
6GWA,cho_book_1968_duncanson_000_0000,Government and Revolution in Vietnam
6HCC,cho_book_1968_gittings_000_0000,Survey of the Sino-Soviet Dispute: A Commentary and Extracts from the Recent Polemics
6GVU,cho_book_1968_kaiser_000_0000,German Foreign Policy in Transition: Bonn Between East and West
6HDU,cho_book_1968_lewis_000_0000,The Emergence of Modern Turkey (1968)
6GWF,cho_book_1968_logan_000_0000,Haiti and the Dominican Republic
6HER,cho_book_1968_mayne_000_0000,The Institutions of the European Community
6GZS,cho_book_1968_pendle_000_0000,Paraguay: A Riverside Nation (1968)
6HDI,cho_book_1968_streeten_000_0000,The Crisis of Indian Planning: Economic Planning in the 1960s
6HAF,cho_book_1969_0000_000_0000,Problems of British Entry Into the EEC: Reports to the Action Committee for the United States of Europe
6HBX,cho_book_1969_0000_001_0000,Statements and Declarations of the Action Committee for the United States of Europe 1955-67
6HHQ,cho_book_1969_beever_000_0000,Trade Unions and Free Labour Movement in the EEC
6HEN,cho_book_1969_blythe_000_0000,The Impact of Chinese Secret Societies in Malaya: A Historical Study
6HGZ,cho_book_1969_despicht_000_0000,The Transport Policy of the European Communities
6GYX,cho_book_1969_gray_000_0000,Modern China's Search forA Political Form
6GTU,cho_book_1969_higgins_000_0000,"Documents and Commentary on United Nations Peacekeeping Operations, 1946-1967: United Nations Peacekeeping, vol. 1: The Middle East"
6HHW,cho_book_1969_higgins_001_0000,"United Nations Peacekeeping, 1946-1967: Documents and Commentary, vol. 1: The Middle East"
6HAW,cho_book_1969_khadduri_000_0000,Republican Iraq: A Study in Iraqi Politics Since the Revolution of 1958
6GYF,cho_book_1969_lambton_000_0000,Landlord and Peasant in Persia: A Study of Land Tenure and Land Revenue Administration (1969)
6HCM,cho_book_1969_landau_000_0000,The Arabs in Israel: A Political Study
6HIB,cho_book_1969_lieuwen_000_0000,Venezuela
6HIE,cho_book_1969_Lyon_000_0000,War and Peace in South-East Asia
6GQS,cho_book_1969_reese_000_0000,"Australia, New Zealand, and the United States: A Survey of International Relations 1941-1968"
6HFX,cho_book_1969_thompson_000_0000,The Proposal for a European Company
6HCT,cho_book_1970_0000_000_0000,"The Balkan States, vol. 1: Economic: A Review of the Economic and Financial Development of Albania, Bulgaria, Greece, Roumania, and Yugoslavia Since 1919"
6GSD,cho_book_1970_binchy_000_0000,Church and State in Fascist Italy (1970)
6GZU,cho_book_1970_birnbaum_000_0000,Peace in Europe: East-West Relations 1966-1968 and the Prospects forA European Settlement
6HBP,cho_book_1970_clissod_000_0000,Soviet Relations with Latin America 1918-1968: A Documentary Survey
6GPF,cho_book_1970_cosgrove_000_0000,A Reader's Guide to Britain and the European Communities
6HEP,cho_book_1970_harbottle_000_0000,The Impartial Soldier
6GUE,cho_book_1970_higgins_000_0000,"Documents and Commentary on United Nations Peacekeeping Operations, 1946-1967: United Nations Peacekeeping, vol. 2: Asia"
6HBE,cho_book_1970_jenks_000_0000,Social Justice in the Law of Nations: The ILO Impact After 50 Years
6GRO,cho_book_1970_kadt_000_0000,Catholic Radicals in Brazil
6GRB,cho_book_1970_kaiser_000_0000,Britain and West Germany. Strukturwandlungen Der Aussenpolitik in Grossbritannien Und Der Bundesrepublik
6HAQ,cho_book_1970_lind_000_0000,Regional Policy in Britain and the Six: The Problems of Development Areas and Community Regional Policy
6HDG,cho_book_1971_bell_000_0000,The Conventions of Crisis: A Study in Diplomatic Management
6GUO,cho_book_1971_doxey_000_0000,Economic Sanctions and International Enforcement
6GVD,cho_book_1971_henig_000_0000,External Relations of the European Community: Associations and Trade Agreements
6HBA,cho_book_1971_hutchings_000_0000,Seasonal Influences in Soviet Industry
6GRC,cho_book_1971_kaiser_000_0000,Britain and West Germany: Changing Societies and the Future of Foreign Policy
6HIR,cho_book_1971_kerr_000_0000,The Arab Cold War: Gamal 'Abd Al-Nasir and His Rivals 1958-1970
6GQG,cho_book_1971_marsh_000_0000,Agricultural Policy and the Common Market
6HDQ,cho_book_1971_niblock_000_0000,The EEC: National Parliaments in Community Decision-Making
6HFY,cho_book_1971_palmer_000_0000,The Prospects for a European Security Conference
6HBY,cho_book_1971_strange_000_0000,Sterling and British Policy: A Political Study of An International Currency in Decline
6GXH,cho_book_1971_twitchett_000_0000,International Security: Reflections on Survival and Stability
6GVY,cho_book_1971_whetten_000_0000,Germany's Ostpolitik: Relations Between the Federal Republic and the Warsaw Pact Countries
6GUP,cho_book_1972_0000_000_0000,Economics and Politics in International Studies
6HAA,cho_book_1972_angell_000_0000,Politics and the Labour Movement in Chile
6HAG,cho_book_1972_bailey_000_0000,Prohibitions and Restraints in War
6HFT,cho_book_1972_coombes_000_0000,The Power of the Purse in the European Communities
6HDZ,cho_book_1972_dexter_000_0000,The Foreign Affairs 50-Year Bibliography: New Evaluations of Significant Books on International Relations 1920-1970
6GSM,cho_book_1972_dobell_000_0000,Canada's Search forNew Roles: Foreign Policy in the Trudeau Era
6GZT,cho_book_1972_kadt_000_0000,Patterns of Foreign Influence in the Caribbean
6HBC,cho_book_1972_macfarqhar_000_0000,"Sino-American Relations, 1949-71"
6GVA,cho_book_1972_mayne_000_0000,Europe Tomorrow: Sixteen Europeans Look Ahead
6HGS,cho_book_1972_morgan_000_0000,The Study of International Affairs: Essays in Honour of Kenneth Younger
6HEK,cho_book_1972_wilson_000_0000,The Future Role of Singapore
6GWP,cho_book_1973_0000_000_0000,Index to Periodical Articles 1965-1972 in the Library of the RIIA
6HAY,cho_book_1973_chayes_000_0000,Satellite Broadcasting
6GRF,cho_book_1973_darby_000_0000,British Defence Policy East of Suez 1947-1968
6HAS,cho_book_1973_fletcher_000_0000,Religion and Soviet Foreign Policy 1945-1970
6HFF,cho_book_1973_mansfield_000_0000,The Middle East: A Political and Economic Survey (1973)
6GYZ,cho_book_1973_wallace_000_0000,National Governments and the European Communities
6HEL,cho_book_1974_bar_000_0000,The Handling of International Disputes by Means of Inquiry
6GQF,cho_book_1974_farmer_000_0000,Agricultural Colonization in India Since Independence
6GXC,cho_book_1974_fawcett_000_0000,International Organization Law in Movement. Essays in Honour of John Mcmahon
6HFM,cho_book_1974_MacFarquhar_000_0000,"The Origins of The Cultural Revolution, vol. 1: Contradictions Among The People 1956-1957"
6HHG,cho_book_1974_morgan_000_0000,The United States and West Germany 1945-1973: A Study in Alliance Politics
6GSB,cho_book_1975_0000_000_0000,"Chronology of the Second World War, With Index"
6HAP,cho_book_1975_0000_001_0000,Regional Management of the Rhine
6HIN,cho_book_1975_clissold_000_0000,Yugoslavia and the Soviet Union 1939-1973: A Documentary Survey
6HFR,cho_book_1975_connelly_000_0000,The Politics of Scarcity: Resource Conflicts in International Relations
6HIH,cho_book_1975_fogarty_000_0000,Work and Industrial Relations in the European Community
6GRI,cho_book_1975_frankel_000_0000,British Foreign Policy 1945-1973
6HBF,cho_book_1975_lawson_000_0000,Social Security in the European Community
6HDW,cho_book_1975_lipton_000_0000,The Erosion of a Relationship: India and Britain Since 1960
6HDC,cho_book_1975_mcinnes_000_0000,The Communist Parties of Western Europe
6HDX,cho_book_1975_pinder_000_0000,The European Community's Policy Towards Eastern Europe
6HFQ,cho_book_1975_Saeter_000_0000,The Political Implications of North Sea Oil and Gas
6GVP,cho_book_1975_saunders_000_0000,From Free Trade to Integration in Western Europe?
6HFC,cho_book_1975_zauberman_000_0000,The Mathematical Revolution in Soviet Economics
6GWY,cho_book_1976_0001_000_0000,"International Economic Relations of the Western World 1959-1971, vol. 1: Politics and Trade"
6GWZ,cho_book_1976_0002_000_0000,"International Economic Relations of the Western World 1959-1971, vol. 2: International Monetary Relations"
6HBS,cho_book_1976_hutchings_000_0000,"Soviet Science, Technology, Design, Interaction and Convergence"
6GRY,cho_book_1976_kitamura_000_0000,Choices for the Japanese Economy: National and International Implications of Economic Growth
6HDY,cho_book_1976_maude_000_0000,The Finnish Dilemma: Neutrality in the Shadow of Power
6GVQ,cho_book_1976_morgan_000_0000,From Summit to Council: Evolution in the EEC
6GUY,cho_book_1976_russell_000_0000,Energy as a Factor in Soviet Foreign Policy
6HEE,cho_book_1976_wallace_000_0000,The Foreign Policy Process in Britain
6GYQ,cho_book_1976_zauberman_000_0000,"Mathematical Theory in Soviet Planning: Concepts, Methods, Techniques"
6HHB,cho_book_1977_ahmad_000_0000,The Turkish Experiment in Democracy 1950-1975
6GUF,cho_book_1977_greenwood_000_0000,Documents on Australian International Affairs 1901-1918
6HHJ,cho_book_1977_hudson_000_0000,The World Council of Churches in International Affairs
6GZK,cho_book_1977_knapp_000_0000,North West Africa: A Political and Economic Survey
6GWW,cho_book_1977_luard_000_0000,International Agencies: The Emerging Framework of Interdependence
6HHL,cho_book_1977_rusinow_000_0000,The Yugoslav Experiment 1948-1974
6GXR,cho_book_1978_mendl_000_0000,Issues in Japan's China Policy
6GZO,cho_book_1978_turner_000_0000,Oil Companies in the International System
6HAE,cho_book_1978_wight_000_0000,Power Politics
6GWQ,cho_book_1979_0000_000_0000,Index to Periodical Articles 1973-1978 in the Library of the RIIA
6HGF,cho_book_1979_beazley_000_0000,The Role of Western Technology in the Development of the Soviet Union's Chemical Industry: Report and Appendices
6GQC,cho_book_1979_brownlie_000_0000,African Boundaries: A Legal and Diplomatic Encyclopaedia
6HHP,cho_book_1979_hanabusa_000_0000,Trade Problems Between Japan and Western Europe
6GVX,cho_book_1979_harris_000_0000,Germany's Foreign Indebtedness
6HCZ,cho_book_1979_irving_000_0000,The Christian Democratic Parties of Western Europe
6GYT,cho_book_1979_turner_000_0000,Middle East Industrialisation: A Study of Saudi and Iranian Downstream Investments
6HGJ,cho_book_burrows_000_0000,The Security of Western Europe: Towards a Common Defence Policy
6FCS,cho_book_1929_heald_000_0000,A Directory of Societies and Organizations in Great Britain Concerned with the Study of International Affairs
6GXE  ,cho_book_1943_mance_001_0000,International River and Canal Transport   
6MQK   ,cho_book_1943_mance_002_0000,International Sea Transport   
6MQL   ,cho_book_1943_mance_004_0000,International Telecommunications    
