psmid|articleid|gift_title|gift_authors|htc_authors|gift_asset_id|atlas_uid
cho_meet_1955_2296_000_0000|1|The Concept of the Islamic State|Mr Muhammad Asad|Mr Muhammad Asad|LNOKGE277100805|22317737
cho_meet_1955_2302_000_0000|1|The Present Economic Situation in Japan|Professor G. C. Allen|Professor G. C. Allen|JWBMNF187970266|14359253
cho_meet_1955_2317_000_0000|1|Western Policy in the Far East|Professor Claude A. Buss|Professor Claude A. Buss|ZEBSNT039021598|14433310
cho_meet_1955_2324_000_0000|1|New Developments in Disarmament|Professor James T. Shotwell|Professor James T. Shotwell|GCHFMM708078702|15053401
cho_meet_1955_2326_000_0000|1|Can the West Assimilate Africa?|M Paul-Marc Henry|M Paul-Marc Henry|QPOQMT869793498|22319643
cho_meet_1955_2327_000_0000|1|America and the Far East|Ralph E. Flanders USS|Ralph E. Flanders USS|GGAVDJ210173946|
cho_meet_1955_2328_000_0000|1|India's Attitude to Communism|Mr Maurice Zinkin|Mr Maurice Zinkin|HQMFTU058739932|22208060
cho_meet_1955_2329_000_0000|1|The Future of Anglo-German Relations|Herr Karl Arnold|Herr Karl Arnold|SEGUSQ550676752|22293534
cho_meet_1955_2332_000_0000|1|Foreign Investment in Under-Developed Countries: West Africa|F. J. Pedler|F. J. Pedler|DPLXOM565961028|14852859
cho_meet_1955_2343_000_0000|1|The World after Geneva|Denis W. Healey|Denis W. Healey|PIODTM922897147|13039144
cho_meet_1955_2349_000_0000|1|The H-Bomb: Massive Retaliation or Graduated Deterrence?|Rear-Adm Sir Anthony|Rear-Adm Sir Anthony|LICZBE490186651|
cho_meet_1955_2355_000_0000|1|The Present Problems of the Arab Middle East and their Immediate Background|Professor Zeine N. Zeine|Professor Zeine N. Zeine|LOEVYV556649294|22320595
cho_meet_1955_2358_000_0000|1|The Search for Security in South-East Asia|Professor W. Macmahon Ball|Professor W. Macmahon Ball|VQQNKE637135117|13684096
cho_meet_1956_2396_000_0000|1|Trade Prospects with the U. S. S. R|Commander Anthony Courtney|Commander Anthony Courtney|FCKIRF926627855|22224709
cho_meet_1956_2400_000_0000|1|Principles of Modern Trade Policy|Professor Ludwig Erhard|Professor Ludwig Erhard|MIZWLI084011729|13590276
cho_meet_1956_2406_000_0000|1|Nuclear Energy: A Survey of Britain's Position|J. A. Jukes|J. A. Jukes|ZZOGWV050416077|22294524
cho_meet_1956_2410_000_0000|1|Soviet Policy After the Twentieth Party Congress|Professor G. H. N. Seton-Watson|Professor G. H. N. Seton-Watson|QIDDAI978409985|14329074
cho_meet_1956_2416_000_0000|1|The Aims of Modern Arab Nationalism|Mr Walid Khalidi|Mr Walid Khalidi|KRKGWI067733053|14016434
cho_meet_1956_2417_000_0000|1|Psychological Warfare|Mr Donald H. McLachlan|Mr Donald H. McLachlan|VVGJRW111148104|22214840
cho_meet_1956_2418_000_0000|1|NATO - Collective Strength for Peace|General Alfred M. Gruenther|General Alfred M. Gruenther|JDSBZC973853028|14191543
cho_meet_1956_2420_000_0000|1|The Biological Effects of Radio Activity|Dr. R. H. Mole|Dr. R. H. Mole|LBRAYN454274106|22233428
cho_meet_1956_2428_000_0000|1|Suez, the Arab World and the West|Mr Gilbert Longden / Mr Denis Healey M.P|Mr Gilbert Longden|ROULEI341454649|22317434
cho_meet_1956_2429_000_0000|1|Poland and Britain Two Concepts of Socialism|Julian Hochfeld|Julian Hochfeld|QBKEFF895226817|22298034
cho_meet_1956_2431_000_0000|1|Science as a Factor in International Relations|Dr B. K. Blount|Dr B. K. Blount|OXJZTA381028583|22230112
cho_meet_1956_2439_000_0000|1|Politics and United States Foreign Policy|Professor D. W. Brogan|Professor D. W. Brogan|DVCFOF452477854|14296375
cho_meet_1956_2442_000_0000|1|The Revolution Over Eastern Europe|Mr Richard Lowenthal|Mr Richard Lowenthal|JFNIGV320698816|22298854
cho_meet_1956_2443_000_0000|1|Britain and the European Common Market|Professor J. E. Meade|Professor J. E. Meade|TUTZPJ781119269|14810867
cho_meet_1956_2447_000_0000|1|Problems of Berlin and Reunification|F. Amrehn Mayor of Berlin|F. Amrehn Mayor of Berlin|ENIWIY578474751|22236008
cho_meet_1956_2448_000_0000|1|Some Impressions of Canada|Lt-General Sir Archibald Nye|Lt-General Sir Archibald Nye|YFMROB486276637|22321349
cho_meet_1957_2480_000_0000|1|Partnership in Central Africa - II|Philip Mason|Philip Mason|GLZIFA002824555|14321817
cho_meet_1957_2485_000_0000|1|American Opinion and Britain|Mr Joseph Harsch|Mr Joseph Harsch|IYNFPC226986443|14510705
cho_meet_1957_2493_000_0000|1|Return to Stalinism in the U. S. S. R?|Herr Wolfgang Leonhard|Herr Wolfgang Leonhard|YHXJRD228000691|14712977
cho_meet_1957_2497_000_0000|1|The Role of the United Nations in World Affairs|Sir Robert Boothby / Geoffrey Goodwin|Geoffrey Goodwin|EKKRAD268074765|14679714
cho_meet_1957_2497_000_0000|1|The Role of the United Nations in World Affairs|Sir Robert Boothby / Geoffrey Goodwin|Sir Robert Boothby|EKKRAD268074765|14377103
cho_meet_1957_2502_000_0000|1|The Algerian Tragedy and the Problems of Africa and the Middle East|Jacques Soustelle C. B. E|Jacques Soustelle C. B. E|NTHNNK005640515|14002466
cho_meet_1957_2506_000_0000|1|Slavery and the United Nations|C. W. W. Greenidge Director of the Anti-Slavery Society|C. W. W. Greenidge Director of the Anti-Slavery Society|ONBJCF065137743|22221926
cho_meet_1957_2515_000_0000|1|Malaya - the New Nation|Sir Donald MacGillivray K. G. M. C., M. B. E.|Sir Donald MacGillivray K. G. M. C., M. B. E.|EUDHHL511029534|22321376
cho_meet_1957_2517_000_0000|1|Race Relations in South Africa as an International Problem|H. V. Roberts|H. V. Roberts|QOPNTR818211364|
cho_meet_1958_2566_000_0000|1|World Recession and the United States|Roy Harrod F. B. A.|Roy Harrod F. B. A.|SYMBLY023431200|14511396
cho_meet_1959_2605_000_0000|1|Pakistan Today|Sir Percival Griffiths C. I. E., I. C. S., (RETD).|Sir Percival Griffiths C. I. E., I. C. S., (RETD).|JLQSUU628834957|14637392
cho_meet_1959_2607_000_0000|1|Poland's Quest for European Security|Dr. Manfred Lachs|Dr. Manfred Lachs|PYEBEP326486091|14734023
cho_meet_1959_2608_000_0000|1|German Foreign Policy: Foundations in the West - Aims in the East|Dr. W. W. Schütz|Dr. W. W. Schütz|ASJRMC054744092|14958004
cho_meet_1959_2614_000_0000|1|La Crise Francaise De 1945 a 1959|M. P. Mendes-France LL.D.|M. P. Mendes-France LL.D.|NLYHDQ317642309|13742872
cho_meet_1959_2625_000_0000|1|German Public Opinion and the Berlin Crisis|R. H. S. Crossman O. B. E., M. P|R. H. S. Crossman O. B. E., M. P|ENWANC374967339|13679140
cho_meet_1959_2626_000_0000|1|Soviet-Chinese Relations|Dr. Klaus Mehnert|Dr. Klaus Mehnert|ECAJBX267599345|14763442
cho_meet_1959_2627_000_0000|1|Recent Developments in Spain|Prof. A. P. Whitaker|Prof. A. P. Whitaker|BPLEHU417273339|15059990
cho_meet_1959_2628_000_0000|1|The European Monetary Agreement: Its Structure and Working|Alexander Elkin|Alexander Elkin|MVYNBR823193577|
cho_meet_1959_2629_000_0000|1|Kenya Prospects|The Hon. Michael Blundell M. B. E., M. L. C|The Hon. Michael Blundell M. B. E., M. L. C|HZFOUW429945148|22317717
cho_meet_1959_2630_000_0000|1|China and the Succession to Mao Tse-Tung|Roderick MacFarquhar|Roderick MacFarquhar|QASTSC343743666|14746488
cho_meet_1959_2631_000_0000|1|Prospects for the Fifth Republic|M. Jacques Soustelle|M. Jacques Soustelle|QSBRIO302014767|14002466
cho_meet_1959_2635_000_0000|1|Japan's Foreign Policy: Western Alliance or Neutrality?|I. I. Morris|I. I. Morris|ICOXZF954933530|14782544
cho_meet_1959_2641_000_0000|1|Continuity and Change in Indian Foreign Policy|R. N. Iyer|R. N. Iyer|KGQPSE553554198|14569260
cho_meet_1959_2642_000_0000|1|The Federation of Rhodesia and Nyasaland|The Hon. Sir Malcolm Barrow C. B. E|The Hon. Sir Malcolm Barrow C. B. E|PTITCF973512344|22321887
cho_meet_1959_2643_000_0000|1|The Background to the Current Situation in Indo-China|J. D. Lancaster|J. D. Lancaster|BKDGAL521787437|
cho_meet_1959_2644_000_0000|1|The French Sahara|Louis Kraft|Louis Kraft|XXDXGG257228332|22272769
cho_meet_1959_2646_000_0000|1|Planning and Management of Socialist Economy in Poland|Dr. Oscar Lange|Dr. Oscar Lange|KJFUDB829554594|14713024
cho_meet_1959_2647_000_0000|1|The Outlook in East and Central Africa|Richard Goold-Adams|Richard Goold-Adams|CMAHVI028767303|13616428
cho_meet_1959_2649_000_0000|1|British-Soviet Cultural Relations|Christopher Mayhew M. P|Christopher Mayhew M. P|ZYRMWH202297607|14739995
cho_meet_1959_2651_000_0000|1|The Myth of British Colonial Exploitation|Professor F C. C. Benham|Professor F C. C. Benham|JNKYWB818063835|22216917
cho_meet_1959_2654_000_0000|1|The 'Outer Seven'|P. F. D. Tennant C. M. G., C. B. E|P. F. D. Tennant C. M. G., C. B. E|ADUPJF493892111|
cho_meet_1960_2676_000_0000|1|Israel's Foreign Relations|Professor Kohn|Professor Kohn|JUIWDP359946056|20746599
cho_meet_1960_2678_000_0000|1|The Antarctic Treaty|Sir Esler Dening G. C. M. G|Sir Esler Dening G. C. M. G|RMHFRX192428996|22321390
cho_meet_1960_2680_000_0000|1|Latin America: The Changing Scene|Andrew Marshall|Andrew Marshall|EDXLSW927679842|13031723
cho_meet_1960_2683_000_0000|1|The Presidential Campaign in the United States of America|Mr. Eric Sevareid|Mr. Eric Sevareid|NPBQKW201913340|13039143
cho_meet_1960_2684_000_0000|1|France and Algeria|Brian Crozier / Gerard Mansell|Brian Crozier|GFDWWT071003797|13553498
cho_meet_1960_2684_000_0000|1|France and Algeria|Brian Crozier / Gerard Mansell|Gerard Mansell|GFDWWT071003797|13815875
cho_meet_1960_2685_000_0000|1|The 'Seven', the 'Six', and North America|Berndt von Standen|Berndt von Standen|WLZECF720828264|22219988
cho_meet_1960_2689_000_0000|1|Soviet Foreign Policy on the Eve of the Summit|Hugh Seton-Watson|Hugh Seton-Watson|YHRGVH047401153|14329074
cho_meet_1960_2690_000_0000|1|The Formulation of American Foreign Policy|Dr. Everett S. Gleason|Dr. Everett S. Gleason|SUUIZK425446565|13731976
cho_meet_1960_2691_000_0000|1|La Scene Politique En Itaie|Signor Pietro Nenni|Signor Pietro Nenni|AVKUTG541346702|14791873
cho_meet_1960_2693_000_0000|1|Western Policy and the Summit|Donald McLachlan OBE|Donald McLachlan OBE|DCMQLJ085431421|22214840
cho_meet_1960_2694_000_0000|1|Les Methodes Politiques Du General De Gaulle|Monsieur Robert Aron|Monsieur Robert Aron|FSUXJB837450670|13493269
cho_meet_1960_2695_000_0000|1|The European Community: Challenge to Britain|The Right Hon. K. G. Younger|The Right Hon. K. G. Younger|UUXFMM185699856|22298869
cho_meet_1960_2698_000_0000|1|Britain's Position in Egypt and the Persian Gulf|Major Patrick Wall M. C., R. M., M. P|Major Patrick Wall M. C., R. M., M. P|MZIECJ329184975|14994621
cho_meet_1960_2699_000_0000|1|Western Defence in the 1960s|The Rt. Hon. John Strachey M. P.|The Rt. Hon. John Strachey M. P.|ENWUJP017356848|13724017
cho_meet_1960_2700_000_0000|1|Impressions of Afghanistan, Pakistan, and India, in Relation to the Communist World|Arnold J. Toynbee C. H., D. LITT., F. B. A|Arnold J. Toynbee C. H., D. LITT., F. B. A|CAABTS600525242|13681323
cho_meet_1960_2704_000_0000|1|South Africa: The Emergency and After|Mr. Maurice Webb|Mr. Maurice Webb|FVEEIG772291988|22221842
cho_meet_1960_2711_000_0000|1|The Turkish Revolution|G. L. Lewis D. Phil|G. L. Lewis D. Phil|CUFNAB582224001|14729098
cho_meet_1960_2712_000_0000|1|The Precedent of the Congo|Mr. Patrick O'Donovan|Mr. Patrick O'Donovan|XXRDFG395824509|22318954
cho_meet_1960_2713_000_0000|1|The United States and the Middle East|Sir Reader Bullard K. C. B., K. C. M. G., C. I. E|Sir Reader Bullard K. C. B., K. C. M. G., C. I. E|WELDGB849279302|22321659
cho_meet_1960_2715_000_0000|1|The Monckton Commission Report|Professor Max Beloff / Professor S. Herbert Frankel / Philip Mason C. I. E., O. B. E / Sir Ronald Prain O. B. E|Philip Mason C. I. E., O. B. E|XAFPXP114987598|14321817
cho_meet_1960_2715_000_0000|1|The Monckton Commission Report|Professor Max Beloff / Professor S. Herbert Frankel / Philip Mason C. I. E., O. B. E / Sir Ronald Prain O. B. E|Professor Max Beloff|XAFPXP114987598|14294784
cho_meet_1960_2715_000_0000|1|The Monckton Commission Report|Professor Max Beloff / Professor S. Herbert Frankel / Philip Mason C. I. E., O. B. E / Sir Ronald Prain O. B. E|Professor S. Herbert Frankel|XAFPXP114987598|17966117
cho_meet_1960_2715_000_0000|1|The Monckton Commission Report|Professor Max Beloff / Professor S. Herbert Frankel / Philip Mason C. I. E., O. B. E / Sir Ronald Prain O. B. E|Sir Ronald Prain O. B. E|XAFPXP114987598|14820308
cho_meet_1960_2717_000_0000|1|The New President of the United States of America|Mr. Joseph Harsch|Mr. Joseph Harsch|DTVTQR732978866|14510705
cho_meet_1960_2720_000_0000|1|The Crisis of the Commonwealth 1960|C. E. Carrington|C. E. Carrington|VVQKKZ733780779|14312621
cho_meet_1960_2723_000_0000|1|Germany, Poland and European Security|Joseph Winiewicz|G. M. Joseph Winiewicz|TJIAAH694525771|22237084
cho_meet_1961_2737_000_0000|1|France and Algeria|David Thomson Ph. D|David Thomson Ph. D|NQXJQD944621547|
cho_meet_1961_2739_000_0000|1|Woodrow Wilson and the Idea of the Nation State|Professor Richard W. Van Alstyne|Professor Richard W. Van Alstyne|PIXYYK647760194|15063898
cho_meet_1961_2742_000_0000|1|Parliamentary Democracy and the New Nations|Professor A. L. Goodhart|Professor A. L. Goodhart|CSEFDQ950077402|22319863
cho_meet_1961_2747_000_0000|1|Le Probleme De La Rencontre De L'Europe Et Du Tiers Monde En Afrique|M. Pierre Wigny|M. Pierre Wigny|TOOEVQ234545638|22325335
cho_meet_1961_2748_000_0000|1|India and Pakistan: Progress and Problems in 1961|Sir Percival Griffiths C. I. E., I. C. S|Sir Percival Griffiths C. I. E., I. C. S|FMZFSJ576158389|14637392
cho_meet_1961_2752_000_0000|1|Islamic Law and Modern Life: Attempts At Reconciliation|Professor Norman Anderson O. B. E. Ll. D|Professor Norman Anderson O. B. E. Ll. D|ABPZZJ394183783|14366917
cho_meet_1961_2754_000_0000|1|Substance and Limits of the Sino-Soviet Dispute|Richard Lowenthal|Richard Lowenthal|ZTUBHY835753134|22298854
cho_meet_1961_2756_000_0000|1|Germany and Poland|Immanuel Birnbaum|Immanuel Birnbaum|GYLLSN012197287|22293866
cho_meet_1961_2760_000_0000|1|The Outlook for Africa|President Habib Bourguiba|President Habib Bourguiba|HLTWFL845604090|13013555
cho_meet_1961_2763_000_0000|1|Britain and the Six: The Next Stage|Mrs. Miriam Camps|Mrs. Miriam Camps|HPIRMR799541932|14063651
cho_meet_1961_2764_000_0000|1|The Foreign Policy of Mali|H. E. President Modibo Keita|H. E. President Modibo Keita|LZSCHX193835433|13688380
cho_meet_1961_2765_000_0000|1|Greece Today|Alexander Pallis|Alexander Pallis|DFACRX478900905|14850531
cho_meet_1961_2773_000_0000|1|Decolonisation: The Last Stages|Professor C. E. Carrington MC.|Professor C. E. Carrington MC.|CVUZQQ808934380|14312621
cho_meet_1961_2776_000_0000|1|Some Aspects of the Congo Problem|Dr. H. van Bilsen|Dr. H. van Bilsen|VOTMUV506245803|
cho_meet_1961_2778_000_0000|1|The United States' View of East-West Relations|Senator Hubert H. Humphrey Jr|Senator Hubert H. Humphrey Jr|PTYLML103427441|13004389
cho_meet_1961_2781_000_0000|1|The British Application for Common Market Membership|The Right Hon. Edward Heath M. B. E|The Right Hon. Edward Heath M. B. E|RJNZXT693064009|13039195
cho_meet_1961_2782_000_0000|1|The Principles of Senegalese Foreign Policy|H. E. The President of the Republic of Senegal|H. E. The President of the Republic of Senegal|VZMDBI943283373|13722581
cho_meet_1961_2783_000_0000|1|Great Britain and the United States: Past, Present and Future|Professor Geoffrey Barraclough|Professor Geoffrey Barraclough|QQVLEL321336378|14424161
cho_meet_1961_2785_000_0000|1|L'Evolution Et Les Buts De La Communaute Europeenne|M. Georges Berthoin|M. Georges Berthoin|SJUJUD217358145|22325332
cho_meet_1961_2787_000_0000|1|Brazil at the Crossroads Again|Andrew Marshall|Andrew Marshall|FJTHJD789797578|13031723
cho_meet_1961_2788_000_0000|1|The Outlook for the South African Republic|Mrs. Margaret Ballinger|Mrs. Margaret Ballinger|FNDUQV841589584|14019692
cho_meet_1961_2789_000_0000|1|Kennedy in the Presidency|Richard E. Neustadt Ph. D|Richard E. Neustadt Ph. D|ZSTHYX025222171|14797043
cho_meet_1961_2790_000_0000|1|A French View of European Integration|M. Maurice Schumann|M. Maurice Schumann|JBYHIS816154930|14949600
cho_meet_1961_2791_000_0000|1|The Crisis in Europe|Denis Healey M. B. E., M. P.|Denis Healey M. B. E., M. P.|APVRJV317026527|13039144
cho_meet_1961_2792_000_0000|1|Finland's Foreign Policy|Max Jakobson|Max Jakobson|TVFSIX511969640|20745400
cho_meet_1962_2802_000_0000|1|India's Foreign Policy|H. E. T. N. Kaul|H. E. T. N. Kaul|HIRVJE481988496|22247347
cho_meet_1962_2804_000_0000|1|A German View of European Integration|Dr. Günter Henle|Dr. Gunter Henle|QLRRPS054221657|22232382
cho_meet_1962_2810_000_0000|1|Financial and Monetary Cooperation in the Common Market|Baron Snoy et d'Oppuers|Baron Snoy et d'Oppures|LIZVRO773744769|22219737
cho_meet_1962_2811_000_0000|1|Indonesia: The Prospects|Brian Crozier|Brian Crozier|WFOIDB886081282|13553498
cho_meet_1962_2812_000_0000|1|A Report on the 16th Session of the United Nations|The Earl of Dundee|The Earl of Dundee|MVAGNU093924751|22321782
cho_meet_1962_2816_000_0000|1|Kenya's New Constitution|The Hon. Ronald N'gala|The Hon. Ronald N'gala|UBVFIU895728078|13743957
cho_meet_1962_2821_000_0000|1|The Outlook for the Rhodesian Federation|The Right Hon. Sir Robert Tredgold K. C. K. G., Q. C|The Right Hon. Sir Robert Tredgold K. C. K. G., Q. C|GVJGHE991072309|22321680
cho_meet_1962_2825_000_0000|1|Present Trends in the Racial Situation in South Africa|Professor P. V. Pistorius|Professor P. V. Pistorius|TSPCKQ264641774|22320565
cho_meet_1962_2827_000_0000|1|The Federation of Rhodesia and Nyasaland - the Present Challenge|H. E. A. E. P. Robinson|H. E. A. E. P. Robinson|FGMJFV198189913|
cho_meet_1962_2829_000_0000|1|The Association of Overseas Countries as a Common Market Problem|Dr. I. Samkalden|Dr. I. Samkalden|MNWHHY377043449|22232952
cho_meet_1962_2832_000_0000|1|Britain, the U.S.A and Psychological Decolonisation|Professor E. F. Penrose|Professor E. F. Penrose|LXFJQT355185875|22320279
cho_meet_1962_2837_000_0000|1|The Basic Principles of Soviet Foreign Policy|H. E. Alexander Alekseyevich Soldatov|H. E. Alexander Alekseyevich Soldatov|QWZQAZ989816978|22246816
cho_meet_1962_2838_000_0000|1|The Problem of the United Kingdom'S EFTA Partners|Frank Figgures C. M. G|Frank Figgures C. M. G|TOGPAY196743952|22236019
cho_meet_1962_2840_000_0000|1|Decision-Making and Executive Action in a Changing United Nations|Mr. Andrew Cordier|Mr. Andrew Cordier|IYMUCT722600849|14706287
cho_meet_1962_2841_000_0000|1|Keeping the Peace: New Armies and International Forces|Peter Calvocoressi|Peter Calvocoressi|ZDTRXQ234363908|14616117
cho_meet_1962_2844_000_0000|1|The Political Case Against British Membership of the E. E. C|William Pickles|William Pickles|MAVLCB472450559|22319613
cho_meet_1962_2845_000_0000|1|Germany Since the Elections|Desmond Donnelly M. P|Desmond Donnelly M. P|WZUULB707026865|14986454
cho_meet_1962_2847_000_0000|1|The Present Situation in Thailand|H.R.H. Prince Chula-Chakrabongse of Thailand G. C. V. O|H.R.H. Prince Chula-Chakrabongse of Thailand G. C. V. O|TWPLEO880755469|22293292
cho_meet_1962_2849_000_0000|1|An Indigestible Satellite - Soviet Rebuffs in East Germany|Stephan Thomas|Stephan Thomas|AXRKPH332612797|
cho_meet_1962_2851_000_0000|1|Current Experiments in Racial Association in South Africa and Southern Rhodesia|Maurice Webb|Maurice Webb|LSGHKO855917539|22221842
cho_meet_1962_2861_000_0000|1|Re-Thinking Rhodesia|Mr. Philip Mason|Mr. Philip Mason|PUKQUD119363948|14321817
cho_meet_1967_3148_000_0000|1|International Monetary Reform and the less Developed Countries|Paul Streeten|Paul Streeten|FAYRRC745311101|14930302
cho_meet_1968_3162_000_0000|1|Prospects for the United Nations|Lord Caradon|Lord Caradon|CFOXUO151780701|14302217
cho_meet_1968_3165_000_0000|1|The Future of India – Two Opposing Views|Neville Maxwell / Maurice Zinkin|Maurice Zinkin|SOGVPQ413377433|22208060
cho_meet_1968_3165_000_0000|1|The Future of India – Two Opposing Views|Neville Maxwell / Maurice Zinkin|Neville Maxwell|SOGVPQ413377433|14718538
cho_meet_1969_3273_000_0000|1|Soviet Defence Policy|John Erickson|John Erickson|UDBXXO058179973|14474723
cho_meet_1969_3279_000_0000|1|The Pearson Report and the Future of British Aid Policy|Reginald Prentice|Reginald Prentice|FWQGBN441367463|14822033
cho_meet_1970_3294_000_0000|1|Nigeria|Christopher Wrigley / Martin Dent|Christopher Wrigley|BMURUN810621705|
cho_meet_1970_3294_000_0000|1|Nigeria|Christopher Wrigley / Martin Dent|Martin Dent|BMURUN810621705|
cho_meet_1970_3312_000_0000|1|A Talk on the Occasion of the Centenery of the Birth of Lenin|Arnold Toynbee|Arnold Toynbee|HIKPFI378389078|13681323
cho_meet_1970_3322_000_0000|1|Next Steps for Europe|Pierre Uri / Etienne Hirsch / Max Kohnstamm / Peter Corterier|Etienne Hirsch|MIKGSG403614631|22229862
cho_meet_1970_3322_000_0000|1|Next Steps for Europe|Pierre Uri / Etienne Hirsch / Max Kohnstamm / Peter Corterier|Max Kohnstamm|MIKGSG403614631|22230285
cho_meet_1970_3322_000_0000|1|Next Steps for Europe|Pierre Uri / Etienne Hirsch / Max Kohnstamm / Peter Corterier|Pater Corterier|MIKGSG403614631|22230441
cho_meet_1970_3322_000_0000|1|Next Steps for Europe|Pierre Uri / Etienne Hirsch / Max Kohnstamm / Peter Corterier|Pierre Uri|MIKGSG403614631|13997321
cho_meet_1970_3328_000_0000|1|Strategic Arms Limitation Talks|Ian Smart|Ian Smart|OFQKOJ010787697|22294514
cho_meet_1970_3365_000_0000|1|New Perspectives of International Economic Co-operation|Mr Emile Van Lennep|Mr Emile Van Lennep|WMXVAE540786717|22297296
cho_meet_1976_3789_000_0000|1|The Impact of East-West Trade on the Polish Economy|Dr Alexander Wolynski|Dr Alexander Wolynski|SMRJPX854534578|22322795
cho_meet_1976_3792_000_0000|1|Treatment of Stalin in Soviet Literature and Press|B. P. Pockney|B. P. Pockney|UGHLQI148130799|22219552
cho_meet_1976_3798_000_0000|1|The Twilight of Tito: Yugoslavia’s Prospects|Dr Dennison Rusinow|Dr Dennison Rusinow|DXUWFH735443652|14879216
cho_meet_1976_3801_000_0000|1|West Germany’s Government after the Election|Dr Theo Sommer|Dr Theo Sommer|PZXDER645432750|22223338
cho_meet_1976_3802_000_0000|1|The Chances for Democracy in Spain|Dr Juan Fusi|Dr Juan Fusi|NNVHTT498419933|14302424
cho_meet_1977_3807_000_0000|1|Ethics and Power in International Politics|Dr Michael Howard|Dr Michael Howard|IOUCQW881519952|13003837
cho_meet_1977_3808_000_0000|1|The Political Watershed in Japan|Takashi Oka|Takashi Oka|TNNASU533013668|13857017
cho_meet_1977_3809_000_0000|1|Has UNESCO a Future?|Dr Richard Hoggart|Dr Richard Hoggart|WTSGTJ901203742|13740477
cho_meet_1977_3813_000_0000|1|The Impact of OPEC's Policies on Oil Consumers and Producers|Robert Mabro|Robert Mabro|PYPIGS014900778|22320729
cho_meet_1977_3817_000_0000|1|Land Transfer in Rhodesia: Lessons of the Kenya Experience (Joint meeting with the Overseas Development Institute)|Gerald Holtham|Gerald Holtham|ERVYNZ791288921|14535278
cho_meet_1977_3818_000_0000|1|National and International Problems of Multinational Companies|Professor Helmut Arndt|Professor Helmut Arndt|FXUSID371951820|22320301
cho_meet_1977_3820_000_0000|1|Recent Developments in South Africa (joint meeting with the Royal African Society)|Stanley Uys|Stanley Uys|GDMHDS241532306|22321696
cho_meet_1977_3822_000_0000|1|US-Saudi Relations and the Oil Crisis of the 1980s|Professor Dankwart Rustow|Professor Dankwart Rustow|TXWRZE665425973|13961650
cho_meet_1977_3826_000_0000|1|The Realities of Ethiopia's Revolution (Joint Meeting with the Royal African Society)|Colin Legum|Colin Legum|ZSFLNN216339710|13781084
cho_meet_1977_3828_000_0000|1|East European Debt: Policy Implications for the West|Professor Richard Portes|Professor Richard Portes|ACRREI053298215|14843864
cho_meet_1977_3829_000_0000|1|The 1977 Indian General Election|Mr William Frankel|Mr William Frankel|DXMVGB699773343|14497576
cho_meet_1977_3830_000_0000|1|Charter 77 and the Czechoslovak Human Rights Movement|Jan Kavan|Jan Kavan|LIZVSU494723523|14584771
cho_meet_1977_3834_000_0000|1|Field Marshall Amin in the Context of Ugandan History|Dr Michael Twaddle|Dr Michael Twaddle|OXYEZL602581543|22230996
cho_meet_1977_3835_000_0000|1|Non-Proliferation and Nuclear Weapons|Dr David Owen|Dr David Owen|MEQJSE084621679|13028536
cho_meet_1977_3838_000_0000|1|The Helsinki Review Group and The Belgrade Conference|Lord Thomson of Monifieth|Lord  Thomson of Monifieth|NZBMUX218838117|14349658
cho_meet_1977_3841_000_0000|1|New Zealand’s International Status Five Years after British Entry into the EEC|Robert Muldoon|Robert Muldoon|HWPINR213160842|13024709
cho_meet_1977_3842_000_0000|1|Spain After the General Election|Dr George Hills|Dr George Hills|VHTKQB773929580|14543864
cho_meet_1977_3846_000_0000|1|Ghana’s Search for a Government|Professor Dennis Austin|Professor Dennis Austin|HPIAYJ428377913|
cho_meet_1977_3847_000_0000|1|The Reform of The CAP: Some Suggestions|Professor John Marsh|Professor John Marsh|CFCGSY823535202|14798594
cho_meet_1977_3849_000_0000|1|Future problems of NATO|Sir Peter Hill-Norton|Sir Peter Hill-Norton|MBLZKG977992503|14540877
cho_meet_1977_3850_000_0000|1|After Berrill: Whitehall and the Management of British Diplomacy|Dr William Wallace|Dr William Wallace|NPKEAG407171524|15022206
cho_meet_1977_3853_000_0000|1|How is a Solution to be Found to South Africa's Problems?|Anthony Delius|Anthony Delius|TVUIFZ027295733|14974180
cho_meet_1977_3856_000_0000|1|Northern Ireland: Preconditions for Peace|Dr Conor Cruise O’Brien|Dr Conor Cruise O’Brien|XTMEPL931905737|13027252
cho_meet_1977_3860_000_0000|1|Terrorism and the International Response|Paul Wilkinson|Paul Wilkinson|LFFLYD750594903|15000603
cho_meet_1977_3863_000_0000|1|The Future of Private Enterprise in Developing Countries|Dr Mooen A Qureshi|Dr Mooen A Qureshi|IHBCSI980827738|22228493
cho_meet_1977_3864_000_0000|1|An Independent Namibia: Prospects and Problems (Joint Meeting with the Royal African Society)|Trevor Jepson|Trevor Jepson|SCIBSE011815746|22221795
cho_meet_1977_3866_000_0000|1|Towards a British Role in Foreign Affairs – 26th Stevenson Memorial Lecture Held in Conjunction with the London School of Economics|The Rt. Hon. Lord Trevelyan|The Rt. Hon. Lord Trevelyan|KIWMSZ542099479|14993538
