psmid|articlesequence|fulltitle|aucomposed|atlashubuid
cho_rsxx_1939_simpson_002_0000|309|||
cho_rsxx_1939_simpson_002_0000|310|||
cho_rsxx_1939_simpson_002_0000|311|||
cho_rsxx_1939_simpson_002_0000|312|||
cho_rsxx_1939_simpson_002_0000|313|||
cho_rsxx_1939_simpson_002_0000|314|||
cho_rsxx_1939_simpson_002_0000|315|||
cho_rsxx_1939_simpson_002_0000|316|||
cho_rsxx_1939_simpson_002_0000|317|||
cho_rsxx_1939_simpson_002_0000|318|||
cho_rsxx_1939_simpson_002_0000|319|||
cho_rsxx_1939_simpson_002_0000|320|||
cho_rsxx_1939_simpson_002_0000|321|||
cho_rsxx_1939_simpson_002_0000|322|||
cho_rsxx_1939_simpson_002_0000|323|||
cho_rsxx_1939_simpson_002_0000|324|||
cho_rsxx_1939_simpson_002_0000|325|||
cho_rsxx_1939_simpson_002_0000|326|||
cho_rsxx_1939_simpson_002_0000|327|||
cho_rsxx_1939_simpson_002_0000|328|||
cho_rsxx_1939_simpson_002_0000|329|||
cho_rsxx_1939_simpson_002_0000|330|||
cho_rsxx_1939_simpson_002_0000|331|||
cho_rsxx_1939_simpson_002_0000|332|||
cho_rsxx_1939_simpson_002_0000|333|||
cho_rsxx_1939_simpson_002_0000|334|||
cho_rsxx_1939_simpson_002_0000|335|||
cho_rsxx_1939_simpson_002_0000|336|||
cho_rsxx_1939_simpson_002_0000|337|||
cho_rsxx_1939_simpson_002_0000|338|||
cho_rsxx_1939_simpson_002_0000|339|||
cho_rsxx_1939_simpson_002_0000|340|||
cho_rsxx_1939_simpson_002_0000|341|||
cho_rsxx_1939_simpson_002_0000|342|||
cho_rsxx_1939_simpson_002_0000|343|||
cho_rsxx_1939_simpson_002_0000|344|||
