psmid|articleid|title|authors|assetid
cho_diax_1938_0001_000_0000|146|I. China||JVRFDB581865975
cho_diax_1938_0001_000_0000|147|1. Declarations of Foreign Policy||BRGTOO326944994
cho_diax_1938_0001_000_0000|148|(i) Extracts from Statement issued by the Chinese Government, January 18, 1938||ZOPYLY084533816
cho_diax_1938_0001_000_0000|149|(ii) Extracts from the Manifesto of the Sixth National Congress of the Kuomintang, April 3, 1938||JKQEAW317772370
cho_diax_1938_0001_000_0000|150|(iii) Extracts from Speech by Generalissimo Chiang Kai-shek, December 26, 1938|Generalissimo Chiang Kai-shek|LFPTMO320933421
cho_diax_1938_0001_000_0000|151|II. Japan||HSIDZR476828870
cho_diax_1938_0001_000_0000|152|1. Declarations of Foreign Policy||OTZIZM754387884
cho_diax_1938_0001_000_0000|153|(i) Extracts from Statement by Admiral Suetsugu, Japanese Minister for Home Affairs, January 4, 1938|Admiral Suetsugu|EAJLNP170449902
cho_diax_1938_0001_000_0000|154|(ii) Statement issued by the Japanese Government, January 16, 1938||ARBJQK447033913
cho_diax_1938_0001_000_0000|155|(iii) Statement by Prince Konoe, Prime Minister of Japan, January 18, 1938|Prince Konoe|EXECSC269322694
cho_diax_1938_0001_000_0000|156|(iv) Extracts from Speech by Mr. Hirota, Japanese Minister for Foreign Affairs, January 22, 1938|Mr. Hirota|WKMYFP595825455
cho_diax_1938_0001_000_0000|157|(v) Statement by General Matsui, Japanese Commander-in-Chief, January 29, 1938|General Matsui|HNWNNI811670141
cho_diax_1938_0001_000_0000|158|(vi) Extracts from Statement by Prince Konoe, Prime Minister of Japan, April 21, 1938|Prince Konoe|UBASNG338281058
cho_diax_1938_0001_000_0000|159|(vii) Extracts from Statement by General Ugaki, Japanese Minister for Foreign Affairs, June 17, 1938|General Ugaki|PHTABV524011454
cho_diax_1938_0001_000_0000|160|(viii) Extracts from Appeal to the Nation by Prince Konoe, Japanese Prime Minister, July 7, 1938|Prince Konoe|SGKFLF777951607
cho_diax_1938_0001_000_0000|161|(ix) Extracts from Statement by a Japanese Foreign Office Spokesman, September 3, 1938||XXUURH724343841
cho_diax_1938_0001_000_0000|162|(x) Extracts from Broadcast by Prince Konoe, Prime Minister of Japan, November 3, 1938|Prince Konoe|LQRLCK428024362
cho_diax_1938_0001_000_0000|163|(xi) Statement of the Japanese Government, November 3, 1938||TAUQDK665238594
cho_diax_1938_0001_000_0000|164|(xii) Extracts from Statement by Mr. Arita, Japanese Foreign Minister, December 19, 1938|Mr. Arita|GMJKAG465363128
cho_diax_1938_0001_000_0000|165|(xiii) Statement by Prince Konoe, Prime Minister of Japan, December 22, 1938|Prince Konoe|MGTHIG340775362
cho_diax_1938_0001_000_0000|166|2. Exchange of Notes between the United States, Great Britain, France, and Japan||GGTYYP548134681
cho_diax_1938_0001_000_0000|167|(i) Extracts from Note from the United States Government to Japan, October 6, 1938||EUXWHS021370765
cho_diax_1938_0001_000_0000|168|(ii) Reply of the Japanese Government, November 18, 1938||IFOKQE440636741
cho_diax_1938_0001_000_0000|169|(iii) Note from the Government of the United States of America to the Japanese Government, December 31, 1938||GSLZLB448314506
cho_diax_1938_0001_000_0000|170|(iv) Note from the British Government to the Japanese Government, January 14, 1939||BXWATP249915175
cho_diax_1938_0001_000_0000|171|(v) Note from the French Government to the Japanese Government, January 17, 1939||JRZPPJ282196973
cho_diax_1938_0001_000_0000|172|3. The League of Nations and the Sino-Japanese Conflict||QTYFPU845766752
cho_diax_1938_0001_000_0000|173|(i) Resolution adopted by the Council of the League of Nations, February 2, 1938||PYRGDB578215776
cho_diax_1938_0001_000_0000|174|(ii) Resolution adopted by the Council of the League of Nations, May 14, 1938||GYSVBJ491106319
cho_diax_1938_0001_000_0000|175|(iii) Appeal by the Chinese Government to the League of Nations, September 11, 1938||LYWSVM859640899
cho_diax_1938_0001_000_0000|176|(iv) Extracts from Speech by Dr. Wellington Koo, September 16, 1938|Dr. Wellington Koo|EYJJDV353814726
cho_diax_1938_0001_000_0000|177|(v) Extracts from Speech by Dr. Wellington Koo, Chinese Representative on the Council of the League of Nations, September 19, 1938|Dr. Wellington Koo|IITAIW704543125
cho_diax_1938_0001_000_0000|178|(vi) Telegram from the Council of the League of Nations to the Japanese Government, September 19, 1938||GEJYLI138944505
cho_diax_1938_0001_000_0000|179|(vii) Report adopted by the Council of the League of Nations, September 30, 1938||TQBXIP775899993
cho_diax_1938_0001_000_0000|180|(viii) Statement of the Japanese Foreign Office Spokesman concerning the Application of Article 16 of the Covenant of the League of Nations, October 3, 1938||EZVFJF245368698
cho_diax_1938_0001_000_0000|181|(ix) Note of the Japanese Government to the Secretary-General of the League of Nations, November 2, 1938||INMDET996225513
cho_diax_1938_0001_000_0000|182|Part III. America||ALGAZF417818726
cho_diax_1938_0001_000_0000|183|I. Pan America||HBCLKE349193932
cho_diax_1938_0001_000_0000|184|(i) Extracts from Speech by Señor Benavides, President of Peru, December 9, 1938|Señor Benavides|EGMMMN794882050
cho_diax_1938_0001_000_0000|185|(ii) Extracts from Speech by Mr. Cordell Hull, United States Secretary of State, December 10, 1938|Mr. Cordell Hull|URFVFM913057488
cho_diax_1938_0001_000_0000|186|(iii) Extracts from Broadcast by Mr. Cordell Hull, December 13, 1938|Mr. Cordell Hull|DQHCTU647770339
cho_diax_1938_0001_000_0000|187|(iv) Extracts from Speech by Mr. Landon, Member of the United State Delegation to the Lima Conference, December 18, 1938|Mr. Landon|HVVTMV257617998
cho_diax_1938_0001_000_0000|188|(v) Declaration of Lima, adopted by the Lima Conference, December 24, 1938||WUXNNZ463436654
cho_diax_1938_0001_000_0000|189|(vi) Declaration of American Principles, adopted by the Lima Conference, December 24, 1938||UFMHGS649398571
cho_diax_1938_0001_000_0000|190|(vii) Extracts from Speech by Mr. Cordell Hull, December 27, 1938|Mr. Cordell Hull|HUQFLB907623494
cho_diax_1938_0001_000_0000|191|II. The United States of America||TMMDOJ528730573
cho_diax_1938_0001_000_0000|192|Declarations of Foreign Policy||JSHYXM855507207
cho_diax_1938_0001_000_0000|193|(i) Extract from Message of President Roosevelt to Congress, January 3, 1938||GBFPND324662713
cho_diax_1938_0001_000_0000|194|(ii) Message from President Roosevelt to the House of Representatives, January 6, 1938|Franklin D. Roosevelt|HCYLNY844817207
cho_diax_1938_0001_000_0000|195|(iii) Extracts from Letter from Mr. Cordell Hull, Secretary of State, to Mr. Ludlow, February 10, 1938|Mr. Cordell Hull|JEVQQH728250681
cho_diax_1938_0001_000_0000|196|(iv) Extracts from Speech by Mr. Cordell Hull, March 17, 1938|Mr. Cordell Hull|YCUBZB349164844
cho_diax_1938_0001_000_0000|197|(v) Extracts from Speech by Mr. Kennedy, United States Ambassador at London, March 18, 1938|Mr. Kennedy|KTDSHU789751836
cho_diax_1938_0001_000_0000|198|(vi) Statement by President Roosevelt, April 19, 1938|President Roosevelt|AQFNYP985006167
cho_diax_1938_0001_000_0000|199|(vii) Statement by Mr. Cordell Hull, May 29, 1938|Mr. Cordell Hull|DBZLEK683634961
cho_diax_1938_0001_000_0000|200|(viii) Extracts from Speech by Mr. Cordell Hull, June 3, 1938|Mr. Cordell Hull|KQTCRF587663882
cho_diax_1938_0001_000_0000|201|(ix) Extracts from Broadcast by Mr. Cordell Hull, August 16, 1938|Mr. Cordell Hull|ASKSAT357327313
cho_diax_1938_0001_000_0000|202|(x) Extracts from Speech by President Roosevelt, August 18, 1938|President Roosevelt|LLEHEW755536754
cho_diax_1938_0001_000_0000|203|(xi) Letter from Mr. Cordell Hull accepting the invitation of the Government of Peru to participate in the Lima Conference, September 2, 1938|Cordell Hull|AVSGXU137463419
cho_diax_1938_0001_000_0000|204|(xii) Extracts from Speech by Mr. Bullitt, United States Ambassador at Paris, September 4, 1938|Mr. Bullit|VWBDQQ204031750
cho_diax_1938_0001_000_0000|205|(xiii) Statement issued by the U.S. State Department, October 13, 1938||RUNHOW866445247
cho_diax_1938_0001_000_0000|206|(xiv) Extracts from Speech by Mr. Kennedy, United States Ambassador at London, October 19, 1938|Mr. Kennedy|PITTTE859756627
cho_diax_1938_0001_000_0000|207|(xv) Extract from Broadcast by President Roosevelt, October 26, 1938|President Roosevelt|KTNCAB859340192
cho_diax_1938_0001_000_0000|208|(xvi) Statements concerning of the Signing of the Anglo-American and Canadian American Trade Agreements, November 17, 1938||AFABCG080877842
cho_diax_1938_0001_000_0000|209|(xvii) Statement by President Roosevelt, November 28, 1938|President Roosevelt|CHRPFO428606592
cho_diax_1938_0001_000_0000|210|III. Mexico||ERINKH257649771
cho_diax_1938_0001_000_0000|211|Expropriation of Foreign Properties||BDRUBO519719383
cho_diax_1938_0001_000_0000|212|(i) President Cárdenas's Message to the Mexican Nation, March 18, 1938||ZAYSNK318288912
cho_diax_1938_0001_000_0000|213|(ii) Decree of the Mexican President concerning the Expropriation of Oil Companies, March 18, 1938||TLMOGZ406028546
cho_diax_1938_0001_000_0000|214|(iii) Statement by Mr. Cordell Hull, Secretary of State, March 30, 1938|Mr. Cordell Hull|USVJBF503163793
cho_diax_1938_0001_000_0000|215|(iv) Note from the President of Mexico to the American Ambassador, March 31, 1938||HOAVYB623839169
cho_diax_1938_0001_000_0000|216|(v) Correspondence between the United States and Mexico|Cordell Hull|ZJACXL685601736
cho_diax_1938_0001_000_0000|217|(vi) Correspondence between the British and Mexican Governments||ZWNUCD137386187
cho_diax_1938_0001_000_0000|218|(vii) Extracts from Note of the Netherlands Government to the Mexican Government, October 27, 1938||XXWHFU617976565
cho_diax_1938_0001_000_0000|219|IV. Bolivia and Paraguay||AVBXZO771087980
cho_diax_1938_0001_000_0000|220|The Chaco Dispute||MPKANO386121490
cho_diax_1938_0001_000_0000|221|(i) Treaty of Peace, Friendship, and Boundaries between the Republics of Bolivia and Paraguay, July 21, 1938||AIJDHI838904928
cho_diax_1938_0001_000_0000|222|(ii) Arbitral Award, October 10, 1938||QHYCJA124549657
cho_diax_1938_0001_000_0000|223|Part IV. General||MUYSLG705604791
cho_diax_1938_0001_000_0000|224|I. International Economic Problems||IWXVOM107643076
cho_diax_1938_0001_000_0000|225|The Van Zeeland Report||MBKAOV482276440
cho_diax_1938_0001_000_0000|226|(i) Report presented by M. van Zeeland to the Governments of the United Kingdom and France on the Possibility of obtaining a General Reduction of the Obstacles to International Trade, January 26, 1938|P. Van Zeeland|YBYCVQ574661465
cho_diax_1938_0001_000_0000|227|(ii) Extracts from Statement by the Rt. Hon. Neville Chamberlain, February 1, 1938|Rt. Hon. Neville Chamberlain|YAYKES074974695
cho_diax_1938_0001_000_0000|228|(iii) Extracts from Speech by the Rt. Hon. the Earl of Plymouth, Parliamentary Under-Secretary of State for Foreign Affairs, April 13, 1938||YNVVUZ521239174
cho_diax_1938_0001_000_0000|229|(iv) Extracts from Speech by the Rt. Hon. Viscount Halifax, Secretary of State for Foreign Affairs, April 13, 1938|Rt. Hon. Viscount Halifax|OOIUZP994556790
cho_diax_1938_0001_000_0000|230|(v) Extracts from Speech by the Rt. Hon. Oliver Stanley, President of the Board of Trade, June 15, 1938|Rt. Hon. Oliver Stanley|PBTRSG441047391
cho_diax_1938_0001_000_0000|231|II. Refugees||PILQGV204480470
cho_diax_1938_0001_000_0000|232|(i) Resolution adopted by the Intergovernmental Committee (Evian), July 14, 1938||FAZGBQ573625191
cho_diax_1938_0001_000_0000|233|(ii) Extracts from the Report submitted to the Nineteenth Ordinary Session of the Assembly of the League of Nations by Sir Neill Malcolm, High Commissioner for Refugees, August 22, 1938||CPRSQW168717302
cho_diax_1938_0001_000_0000|234|(iii) Statement by the Rt. Hon. Neville Chamberlain, November 21, 1938|Rt. Hon. Neville Chamberlain|JVOXLF197061519
cho_diax_1938_0001_000_0000|235|III. Naval Armaments||ENCZDO588324404
cho_diax_1938_0001_000_0000|236|(i) Note from the British Government to the Japanese Government, February 5, 1938||RBVSWY090995050
cho_diax_1938_0001_000_0000|237|(ii) Reply of the Japanese Government to the British, French, and United States Governments, February 12, 1938||CLKUIL674409464
cho_diax_1938_0001_000_0000|238|(iii) Note from the United Kingdom Government to the Powers signatory to the London Naval Treaty, 1936, March 31, 1938||BSZVVT235655199
cho_diax_1938_0001_000_0000|239|(iv) Note from the United States Government to the Powers signatory to the London Naval Treaty of 1936, March 31, 1938||IFLUWZ835050844
cho_diax_1938_0001_000_0000|240|(v) Note from the French Government to the Powers signatory to the London Naval Treaty, 1936, April 2, 1938||MHLIHK712528632
cho_diax_1938_0001_000_0000|241|(vi) Protocol modifying the Treaty of March 25, 1936, for the Limitation of Naval Armament, June 30, 1938|Herschel V. Johnson|CHSWUG406843357
cho_diax_1938_0001_000_0000|242|(vii) Protocol modifying the Anglo-German Agreement of July 17, 1937, for the Limitation of Naval Armament, June 30, 1938|Alexander Cadogan|UUCKKS464048129
cho_diax_1938_0001_000_0000|243|(viii) Extracts from Statement by Captain Euan Wallace, United Kingdom Representative, at the Meeting of the Third Committee of the Assembly of the League of Nations (Reduction of Armaments), September 17, 1938||KUZIBN651651434
cho_diax_1938_0002_000_0000|1|Front Matter||SBOQPY209809420
cho_diax_1938_0002_000_0000|2|Front Matter||VXBVBS896785347
cho_diax_1938_0002_000_0000|3|Front Matter||NKBKXP024278623
cho_diax_1938_0002_000_0000|4|Preface|Monica Curtis|ATYFEW403824109
cho_diax_1938_0002_000_0000|5|Contents||QDKGOF885255899
cho_diax_1938_0002_000_0000|6|Germany's Relations with her Neighbours||ZOHSWN670870402
cho_diax_1938_0002_000_0000|7|I. German Foreign Policy||PIORTE597384020
cho_diax_1938_0002_000_0000|8|1. Declarations of Policy||GRIIBH637832988
cho_diax_1938_0002_000_0000|9|(i) Extracts from Speech by Herr Hitler, Führer and Chancellor of the German Reich, February 20, 1938||KSJHJH901389144
cho_diax_1938_0002_000_0000|10|(ii) Speeches by National-Socialist Leaders at the Sixth Rally of Germans from Abroad, Stuttgart, August 28 - September 4, 1938||PGLGMH420919319
cho_diax_1938_0002_000_0000|11|(iii) Extracts from Speech by Dr. Goebbels, September 10, 1938|Dr. Goebbels|LBTFJH761577199
cho_diax_1938_0002_000_0000|12|(iv) Extracts from Speech by Herr Hitler, October 26, 1938|Herr Hitler|UYPHWG418827273
cho_diax_1938_0002_000_0000|13|(v) Extracts from Speech by Herr Hitler, November 6, 1938|Herr Hitler|ARXPTA516360903
cho_diax_1938_0002_000_0000|14|(vi) Extracts from Speech by Herr von Ribbentrop, Reich Minister for Foreign Affairs, November 7, 1938|Herr von Ribbentrop|LXBLVN993472903
cho_diax_1938_0002_000_0000|15|(vii) Extract from Speech by Herr Hitler, Führer and Chancellor of the German Reich, November 8, 1938|Herr Hitler|DMRWQV239517308
cho_diax_1938_0002_000_0000|16|(viii) Speech by Herr von Ribbentrop, Reich Minister for Foreign Affairs, November 25, 1938|Herr von Ribbentrop|WERDGY566897063
cho_diax_1938_0002_000_0000|17|(ix) Extracts from Speech by Dr. Schacht, President of the Reichsbank, November 29, 1938|Dr. Schacht|FEUPTF029282936
cho_diax_1938_0002_000_0000|18|2. Visits of Statesmen||GNIMYU287388158
cho_diax_1938_0002_000_0000|19|3. Protests concerning Anti-Jewish Measures and Press Campaign||RADEPW762241822
cho_diax_1938_0002_000_0000|20|(i) Statement by the Rt. Hon. Neville Chamberlain, Prime Minister, November 14, 1938|Rt. Hon. Neville Chamberlain|BIQJKS108456606
cho_diax_1938_0002_000_0000|21|(ii) Extract from Speech by the Rt. Hon. Sir Samuel Hoare, Secretary of State for the Home Department, November 21, 1938|Rt. Hon. Sir Samuel Hoare|PHGLUG277663523
cho_diax_1938_0002_000_0000|22|(iii) Question by Mr. Arthur Henderson, and Reply by the Rt. Hon. Neville Chamberlain, Prime Minister, November 21, 1938|Rt. Hon. Neville Chamberlain|DEUGFM948830132
cho_diax_1938_0002_000_0000|23|(iv) Official German News Agency Announcement concerning Relations with the United States, December 30, 1938||CAQXHM993775315
cho_diax_1938_0002_000_0000|24|II. The Annexation of Austria||PHXOJR222756672
cho_diax_1938_0002_000_0000|25|(i) Extracts from Interview given by Dr. von Schuschnigg, Federal Chancellor of Austria, January 4, 1938|Dr. von Schuschnigg|UTUXLH750140128
cho_diax_1938_0002_000_0000|26|(ii) Communiqué issued after the Meeting of the Rome Protocol States at Budapest, January 12, 1938||YQNBMT412814610
cho_diax_1938_0002_000_0000|27|(iii) Extracts from Article on 'The Vitality of the Rome Pact', by Dr. von Schuschnigg, Austrian Federal Chancellor, January 13, 1938|Dr. von Schuschnigg|LYJVZZ844840826
cho_diax_1938_0002_000_0000|28|(iv) Identical German and Austrian Communiqués announcing Dr. von Schuschnigg's visit to Berchtesgaden, February 12, 1938|Dr. von Schuschnigg|EYTQHW062713511
cho_diax_1938_0002_000_0000|29|(v) Identical German and Austrian Communiqués on the Berchtesgaden Conversations, February 15, 1938||FZMYXJ712247540
cho_diax_1938_0002_000_0000|30|(vi) Broadcast Statement by Colonel Adam, Chief of the Press Department in Vienna, February 15, 1938|Colonel Adam|NMXQXU730288866
cho_diax_1938_0002_000_0000|31|(vii) Extract from Speech by Herr von Papen, German Ambassador at Vienna, February 18, 1938|Herr von Papen|MLHUCF391177734
cho_diax_1938_0002_000_0000|32|(viii) Austrian Official Communiqués, February 18, 1938||QKPCXO258966396
cho_diax_1938_0002_000_0000|33|(ix) Extract from Speech by Herr Hitler, Führer and Chancellor of the German Reich, February 20, 1938|Herr Hitler|NYFHSH183841320
cho_diax_1938_0002_000_0000|34|(x) Extracts from Statements by the Rt. Hon. Sir John Simon, Chancellor of the Exchequer, February 21, 1938|Rt. Hon. Sir John Simon|ASDSZY161859437
cho_diax_1938_0002_000_0000|35|(xi) Extracts from Speech by Dr. von Schuschnigg, Federal Chancellor of Austria, February 24, 1938|Dr. von Schuschnigg|WNVVRC454568894
cho_diax_1938_0002_000_0000|36|(xii) Extracts from Speech by Dr. von Schuschnigg, Austrian Federal Chancellor, March 9, 1938|Dr. von Schuschnigg|AOJBJB451557582
cho_diax_1938_0002_000_0000|37|(xiii) Proclamation concerning the Austrian Plebiscite, March 9, 1938|Dr. Kurt von Schuschnigg|DKQJAW856545225
cho_diax_1938_0002_000_0000|38|(xiv) Communiqué issued by the Austrian Government, March 11, 1938||PUBMWQ939724994
cho_diax_1938_0002_000_0000|39|(xv) Broadcast Statement by Dr. von Schuschnigg, former Austrian Federal Chancellor, March 11, 1938|Dr. von Schuschnigg|OWZUJD661018194
cho_diax_1938_0002_000_0000|40|(xvi) Broadcast by Dr. Seyss-Inquart, March 11, 1938|Dr. Seyss-Inquart|PRPNGP032081074
cho_diax_1938_0002_000_0000|41|(xvii) Austrian Official Communiqué, March 11, 1938||IPQUYG398321562
cho_diax_1938_0002_000_0000|42|(xviii) Statement issued by the German News Bureau from Vienna, March 11, 1938||MJIBWA352122826
cho_diax_1938_0002_000_0000|43|(xix) Speech of Welcome to Herr Hitler by Dr. Seyss-Inquart, March 12, 1938|Dr. Seyss-Inquart|AMPILA190043045
cho_diax_1938_0002_000_0000|44|(xx) Speech by Herr Hitler, March 12, 1938|Herr Hitler|UGULQS402351536
cho_diax_1938_0002_000_0000|45|(xxi) Herr Hitler's Proclamation to Germany, March 12, 1938|Herr Hitler's|OOXQPK427185696
cho_diax_1938_0002_000_0000|46|(xxii) Exchange of Messages between Herr Hitler and Signor Mussolini, March 12, 1938|Herr Hitler|DOBKAF526931693
cho_diax_1938_0002_000_0000|47|(xxiii) Announcement by the Official German News Agency, March 12, 1938||OFVPDA917564140
cho_diax_1938_0002_000_0000|48|(xxiv) Statement issued by the German Embassy in London, March 12, 1938||DEFFOK505084927
cho_diax_1938_0002_000_0000|49|(xxv) Federal Constitutional Law concerning the Reunion of Austria with the German Reich, March 13, 1938||JXGDLN530404332
cho_diax_1938_0002_000_0000|50|(xxvi) Law concerning the Reunion of Austria with the German Reich, March 13, 1938||CIIUBD138725535
cho_diax_1938_0002_000_0000|51|(xxvii) Extract from Statement by the Rt. Hon. Neville Chamberlain, Prime Minister, March 14, 1938|Rt. Hon. Neville Chamberlain|YBJFBA757204435
cho_diax_1938_0002_000_0000|52|(xxviii) Extracts from Speech by Herr Hitler, March 15, 1938|Herr Hitler|WWWOTB109181167
cho_diax_1938_0002_000_0000|53|(xxix) Extracts from Speech by Herr Hitler, March 18, 1938|Herr Hitler|PPFMFS566433703
cho_diax_1938_0002_000_0000|54|(xxx) Extracts from Letter from the German Government to the Secretary-General of the League of Nations, March 18, 1938||IXXNFE134230378
cho_diax_1938_0002_000_0000|55|(xxxi) The Plebiscite Campaign, March 22-April 9, 1938||QDIWMN924869099
cho_diax_1938_0002_000_0000|56|(xxxii) Declaration of the Austrian Bishops, March 27, 1938|Theodor Cardinal Innitzer|ZAPABW428347283
cho_diax_1938_0002_000_0000|57|(xxxiii) Extracts from Broadcast by Admiral Horthy, Regent of Hungary, April 3, 1938|Admiral Horthy|XOFUIT869811564
cho_diax_1938_0002_000_0000|58|(xxxiv) Closing of British and American Legations in Vienna||UJPTHB888290404
cho_diax_1938_0002_000_0000|59|(xxxv) Negotiations between Great Britain and Germany concerning Austrian loans||WYRUVN884771375
cho_diax_1938_0002_000_0000|60|(xxxvi) Negotiations between the United States and Germany concerning Austrian loans||FTHAZK851092686
cho_diax_1938_0002_000_0000|61|III. The Dismemberment of Czechoslovakia||QESMWB316644685
cho_diax_1938_0002_000_0000|62|1. Up to the Crisis of May 21||KVTMLV820592058
cho_diax_1938_0002_000_0000|63|(i) Extracts from Speech by Dr. Hodža, Prime Minister of Czechoslovakia, March 4, 1938|Dr. Hodža|UJEWBP621988606
cho_diax_1938_0002_000_0000|64|(ii) Extracts from Statement by Dr. Beneš, President of the Czechoslovak Republic, March 5, 1938|Dr. Beneš|LZXRSQ692108413
cho_diax_1938_0002_000_0000|65|(iii) Extract from Statement by the Rt. Hon. Neville Chamberlain, Prime Minister, March 14, 1938|Rt. Hon. Neville Chamberlain|TMBFLR449466933
cho_diax_1938_0002_000_0000|66|(iv) Extracts from Speech by the Rt. Hon. Neville Chamberlain, Prime Minister, March 24, 1938|Rt. Hon. Neville Chamberlain|PHGUPZ515029535
cho_diax_1938_0002_000_0000|67|(v) Extracts from Broadcast by Dr. Hodža, Czechoslovak Prime Minister, March 28, 1938|Dr. Hodža|LHIZWJ610497256
cho_diax_1938_0002_000_0000|68|(vi) Extracts from Speech by Dr. Beneš, President of the Czechoslovak Republic, April 16, 1938|Dr. Beneš|WZQQBN717685247
cho_diax_1938_0002_000_0000|69|(vii) Extracts from Speech by Herr Henlein, Leader of the Sudeten German Party, embodying the 'Eight Points', April 24, 1938|Herr Henlein|WIWGJR442960277
cho_diax_1938_0002_000_0000|70|(viii) Statement by M. Krofta, Czechoslovak Foreign Minister, April 25, 1938|M. Krofta|MSCNYO902125962
cho_diax_1938_0002_000_0000|71|(ix) Communiqué issued by the Czechoslovak Government on the Visits of the British and French Ministers in Prague, May 7, 1938||EADBKI790265199
cho_diax_1938_0002_000_0000|72|(x) Statement by M. Kalinin, President of the Supreme Council of the Soviet Union, May 11, 1938|M. Kalinin|KWAGQQ440610464
cho_diax_1938_0002_000_0000|73|(xi) Extracts from Statement by Dr. Hodža, Prime Minister of the Czechoslovak Republic, May 20, 1938|Dr. Hodža|LWWCTM068684248
cho_diax_1938_0002_000_0000|74|(xii) Extracts from Speech by Dr. Beneš, President of the Czechoslovak Republic, May 21, 1938|Dr. Beneš|FOSNHG718333406
cho_diax_1938_0002_000_0000|75|(xiii) Statement by the Rt. Hon. Neville Chamberlain, May 23, 1938|Rt. Hon. Neville Chamberlain|ATRVFC623635041
cho_diax_1938_0002_000_0000|76|2. The Negotiations during the Summer||MLKGBY203320636
cho_diax_1938_0002_000_0000|77|(i) Statement by the Rt. Hon. R. A. Butler, Under-Secretary of State for Foreign Affairs, May 26, 1938|Rt. Hon. R. A. Butler|RSKFEZ238112445
cho_diax_1938_0002_000_0000|78|(ii) Memorandum ('The Fourteen Points') presented to the Prime Minister of Czechoslovakia by the Sudeten German Party, June 7, 1938||HXEJNL933869520
cho_diax_1938_0002_000_0000|79|(iii) Joint Official Communiqué issued by the Press Bureau of the Sudeten German Party and the Official Czechoslovak Press Bureau, June 15, 1938||PDGEDP818434932
cho_diax_1938_0002_000_0000|80|(iv) Extracts from Communiqué issued by the Czechoslovak Government, June 18, 1938||TLHVVU470131241
cho_diax_1938_0002_000_0000|81|(v) Extracts from Speech by Dr. Goebbels, German Minister for Propaganda, June 21, 1938|Dr. Goebbels|ZTWRMU835750981
cho_diax_1938_0002_000_0000|82|(vi) Extracts from Communiqué issued by the Czechoslovak Government, June 23, 1938||IQOQGZ450380619
cho_diax_1938_0002_000_0000|83|(vii) Extract from Speech by President Beneš, June 30, 1938|President Beneš|PPISLW141558654
cho_diax_1938_0002_000_0000|84|(viii) Communiqué of the Czechoslovak Government concerning Relations with Germany, July 16, 1938||BIBVNM590116532
cho_diax_1938_0002_000_0000|85|(ix) Communiqué of the Czechoslovak Government concerning the Progress of the Discussions on the Nationalities Statute, July 16, 1938||BLXXUF367507876
cho_diax_1938_0002_000_0000|86|(x) Extracts from Speech by the Rt. Hon. Neville Chamberlain, Prime Minister, July 26, 1938|Rt. Hon. Neville Chamberlain|CZNUZZ507228167
cho_diax_1938_0002_000_0000|87|(xi) Extracts from Speech by the Rt. Hon. Viscount Halifax, Secretary of State for Foreign Affairs, July 27, 1938|Rt. Hon. Viscount Halifax|NEAIEP602932695
cho_diax_1938_0002_000_0000|88|(xii) Communiqué of the Czechoslovak Government, July 29, 1938||RDIDZT018369419
cho_diax_1938_0002_000_0000|89|(xiii) Extracts from Speech by Herr Henlein, Leader of the Sudeten German Party, July 29, 1938|Herr Henlein|PKSTWM862058359
cho_diax_1938_0002_000_0000|90|(xiv) Communiqué of the Sudeten German Press Bureau concerning Herr Kundt's Letter to Dr. Hodža, July 30, 1938|Dr. HodŽa|XCTJAH861020987
cho_diax_1938_0002_000_0000|91|(xv) Dr. Hodža's Reply to Herr Kundt's 'Five Questions', July 31, 1938|Dr. HodŽa's|RKMLQR557602893
cho_diax_1938_0002_000_0000|92|(xvi) Lord Runciman's Statement to the Press on his Arrival in Prague, August 3, 1938|Lord Runciman|YPNXHA580893605
cho_diax_1938_0002_000_0000|93|(xvii) Extracts from Statement by Dr. Hodža, Prime Minister of the Czechoslovak Republic, August 25, 1938|Dr. Hodža|BRORGT033847987
cho_diax_1938_0002_000_0000|94|(xviii) Communiqué of the German Government on Herr Henlein's Visit to Herr Hitler at Berchtesgaden, September 2, 1938|Herr Henlein|NQYKQC976027109
cho_diax_1938_0002_000_0000|95|(xix) Extract from Speech by M. Bonnet, French Minister for Foreign Affairs, September 4, 1938|M. Bonnet|CGBMAE244264579
cho_diax_1938_0002_000_0000|96|(xx) The 'Fourth Plan' drafted by the Czechoslovak Government, September 7, 1938||SYQNQT527035008
cho_diax_1938_0002_000_0000|97|(xxi) Extracts from Broadcast Speech by President Beneš, September 10, 1938|President Beneš|UQUWEP101889252
cho_diax_1938_0002_000_0000|98|(xxii) Extracts from Speech by Field-Marshal Göring, September 10, 1938|Field-Marshal Göring|XFLZXU818747697
cho_diax_1938_0002_000_0000|99|(xxiii) Extracts from Speech by Dr. Goebbels, September 10, 1938|Dr. Goebbels|EGIISZ500588136
cho_diax_1938_0002_000_0000|100|(xxiv) Extracts from Speech by Herr Hitler, September 12, 1938|Herr Hitler|NDMLTX703196860
cho_diax_1938_0002_000_0000|101|(xxv) Communiqué concerning the Proclamation of Martial Law in Certain Districts, September 13, 1938||TJUTXZ504652779
cho_diax_1938_0002_000_0000|102|(xxvi) Communiqué concerning the Prohibition of Meetings in Czechoslovakia, September 13, 1938||AUBKIX172111433
cho_diax_1938_0002_000_0000|103|(xxvii) Communiqué of the Sudeten German Party, September 14, 1938||YOSSAW981841728
