psmid|articlesequence|fulltitle|aucomposed|atlashubuid
cho_iprx_1927_0000_000_0000|3|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|4|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|4|Institute of Pacific Relations|J. Merle Davis General Secretary, Institute of Pacific Relations|22213280
cho_iprx_1927_0000_000_0000|5|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|5|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|6|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|6|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|7|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|7|Institute of Pacific Relations|Hon. F. W. Eggleston Formerly Attorney-General and Minister of Railways for Victoria|22207726
cho_iprx_1927_0000_000_0000|8|Institute of Pacific Relations|Sir Arthur W. Currie G. C. M. G., K. C. B. Principal and Vice-Chancellor, McGill University|13692474
cho_iprx_1927_0000_000_0000|8|Institute of Pacific Relations|Hon. F. W. Eggleston|22207726
cho_iprx_1927_0000_000_0000|9|Institute of Pacific Relations|Sir Arthur W. Currie, G. C. M. G., K. C. B.|13692474
cho_iprx_1927_0000_000_0000|9|Institute of Pacific Relations|Dr. David Z. T. Yui General Secretary of the National Committee of Young Men&apos;s Christian Associations of China|22207624
cho_iprx_1927_0000_000_0000|10|Institute of Pacific Relations|Dr. Z. T. Yui|22207624
cho_iprx_1927_0000_000_0000|10|Institute of Pacific Relations|Sir Frederick Whyte K. C. S. I. Formerly President, National Indian Legislative Assembly|22212472
cho_iprx_1927_0000_000_0000|11|Institute of Pacific Relations|Dr. Masataro Sawayanagi President, Imperial Educational Association of Japan|22207626
cho_iprx_1927_0000_000_0000|11|Institute of Pacific Relations|Sir Frederick Whyte K. C. S. I.|22212472
cho_iprx_1927_0000_000_0000|12|Institute of Pacific Relations|Miss Helen Kim Dean of Ewha College, Seoul|14664421
cho_iprx_1927_0000_000_0000|12|Institute of Pacific Relations|Dr. Masataro Sawayanagi|22207626
cho_iprx_1927_0000_000_0000|13|Institute of Pacific Relations|Miss Helen K. Kim|14664421
cho_iprx_1927_0000_000_0000|13|Institute of Pacific Relations|Walter Nash Secretary of the New Zealand Labor Party|14801607
cho_iprx_1927_0000_000_0000|14|Institute of Pacific Relations|Walter Nash|14801607
cho_iprx_1927_0000_000_0000|14|Institute of Pacific Relations|Judge Fred C. Fisher Former Justice of the Supreme Court of the Philippines|22207876
cho_iprx_1927_0000_000_0000|15|Institute of Pacific Relations|Ray Lyman Wilbur President of Stanford University, California|13775381
cho_iprx_1927_0000_000_0000|15|Institute of Pacific Relations|Judge Fred C. Fisher|22207876
cho_iprx_1927_0000_000_0000|16|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|16|Institute of Pacific Relations|Ray Lyman Wilbur|13775381
cho_iprx_1927_0000_000_0000|17|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|17|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|18|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|18|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|19|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|19|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|20|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|20|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|21|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|21|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|22|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|22|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|23|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|23|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|24|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|24|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|25|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|25|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|26|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|26|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|27|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|27|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|28|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|28|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|29|Institute of Pacific Relations|Herbert E. Gregory, Director, Bishop Museum, Honolulu|22207723
cho_iprx_1927_0000_000_0000|29|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|30|Institute of Pacific Relations|Herbert E. Gregory|22207723
cho_iprx_1927_0000_000_0000|30|Institute of Pacific Relations|P. H. Buck Formerly Director of Maori Hygiene|14379179
cho_iprx_1927_0000_000_0000|31|Institute of Pacific Relations|Mingchien Joshua Bau M. A., Ph. D. Professor of Political Science, Peking National Normal University and Peking National College of Law and Politics|22208157
cho_iprx_1927_0000_000_0000|31|Institute of Pacific Relations|P. H. Buck|14379179
cho_iprx_1927_0000_000_0000|32|Institute of Pacific Relations|Mingchien Joshua Bau M. A., Ph. D. Professor of Political Science, Peking National Normal University and Peking National College of Law and Politics|22208157
cho_iprx_1927_0000_000_0000|32|Institute of Pacific Relations|Mingchien Mingchien Bau, M. A., Ph. D.|22208157
cho_iprx_1927_0000_000_0000|33|Institute of Pacific Relations|Mingchien Joshua Bau, M. A., Ph. D.|22208157
cho_iprx_1927_0000_000_0000|33|Institute of Pacific Relations|Mingchien Joshua Bau M. A., Ph. D. Professor of Political Science, Peking National Normal University and Peking National College of Law and Politics|22208157
cho_iprx_1927_0000_000_0000|34|Institute of Pacific Relations|Mingchien Joshua Bau, M. A., Ph. D.|22208157
cho_iprx_1927_0000_000_0000|34|Institute of Pacific Relations|Mingchien Joshua Bau Professor of Political Science, Normal University, Peking, and Peking National College of Law and Politics|22208157
cho_iprx_1927_0000_000_0000|35|Institute of Pacific Relations|Mingchien Joshua Bau|22208157
cho_iprx_1927_0000_000_0000|35|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|36|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|36|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|37|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|37|Institute of Pacific Relations|Henry T. Hodgkin Secretary, National Christian Council of China|22207720
cho_iprx_1927_0000_000_0000|38|Institute of Pacific Relations|Edward H. Hume M. D., Ll. D. Formerly President of Yale in China|18053321
cho_iprx_1927_0000_000_0000|38|Institute of Pacific Relations|Henry T. Hodgkin|22207720
cho_iprx_1927_0000_000_0000|39|Institute of Pacific Relations|Edward H. Hume, M. D., Ll. D.|18053321
cho_iprx_1927_0000_000_0000|39|Institute of Pacific Relations|D. J. Fleming Professor of Missions in Union Theological Seminary, New York City|22214497
cho_iprx_1927_0000_000_0000|40|Institute of Pacific Relations|D. J. Fleming|22214497
cho_iprx_1927_0000_000_0000|40|Institute of Pacific Relations|Carl L. Alsberg Director, Food Research Institute, Stanford University|14360319
cho_iprx_1927_0000_000_0000|41|Institute of Pacific Relations|Carl L. Alsberg|14360319
cho_iprx_1927_0000_000_0000|41|Institute of Pacific Relations|O. E. Baker Agricultural Economist, U. S. Department of Agriculture|14381270
cho_iprx_1927_0000_000_0000|42|Institute of Pacific Relations|O. E. Baker Agricultural Economist, United States Department of Agriculture|14381270
cho_iprx_1927_0000_000_0000|42|Institute of Pacific Relations|O. E. Baker|14381270
cho_iprx_1927_0000_000_0000|43|Institute of Pacific Relations|O. E. Baker|14381270
cho_iprx_1927_0000_000_0000|43|Institute of Pacific Relations|Dr. Shiroshi Nasu Professor of Rural Economics, Imperial University of Tokyo|22207632
cho_iprx_1927_0000_000_0000|44|Institute of Pacific Relations|Dr. Shiroshi Nasu|22207632
cho_iprx_1927_0000_000_0000|44|Institute of Pacific Relations|Naomasa Yamasaki Professor of Geography, Imperial University of Tokyo|22208198
cho_iprx_1927_0000_000_0000|45|Institute of Pacific Relations|Naomasa Yamasaki|22208198
cho_iprx_1927_0000_000_0000|45|Institute of Pacific Relations|W. J. Hinton M. A. Department of Political Economy, University of Hongkong|22212719
cho_iprx_1927_0000_000_0000|46|Institute of Pacific Relations|D. K. Lieu F. R. S. A. Bureau of Economic Research, Peking|22207498
cho_iprx_1927_0000_000_0000|46|Institute of Pacific Relations|W. J. Hinton, M. A.|22212719
cho_iprx_1927_0000_000_0000|47|Institute of Pacific Relations|D. K. Lieu, F. R. S. A.|22207498
cho_iprx_1927_0000_000_0000|47|Institute of Pacific Relations|Ta Chen Ph. D. Professor of Sociology, Tsing Hua University, Peking|22212696
cho_iprx_1927_0000_000_0000|48|Institute of Pacific Relations|Junnosuke Inouye President, Bank of Japan, Tokyo|22207878
cho_iprx_1927_0000_000_0000|48|Institute of Pacific Relations|Ta Chen, Ph. D.|22212696
cho_iprx_1927_0000_000_0000|49|Institute of Pacific Relations|Jerome D. Greene Member of the firm of Lee, Higginson &amp; Company, New York City|14675364
cho_iprx_1927_0000_000_0000|49|Institute of Pacific Relations|Junnosuke Inouye|22207878
cho_iprx_1927_0000_000_0000|50|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|50|Institute of Pacific Relations|Jerome D. Greene|14675364
cho_iprx_1927_0000_000_0000|51|Institute of Pacific Relations|Eliot G. Mears|22207694
cho_iprx_1927_0000_000_0000|51|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|52|Institute of Pacific Relations|A. H. Charteris M. A., Ll. B. Professor of International Law, University of Sydney|22207330
cho_iprx_1927_0000_000_0000|52|Institute of Pacific Relations|Eliot G. Mears|22207694
cho_iprx_1927_0000_000_0000|53|Institute of Pacific Relations|A. H. Charteris, M. A., Ll. B.|22207330
cho_iprx_1927_0000_000_0000|53|Institute of Pacific Relations|Professor Griffith Taylor Department of Geography, University of Sydney|18076556
cho_iprx_1927_0000_000_0000|54|Institute of Pacific Relations|Professor Griffith Taylor|18076556
cho_iprx_1927_0000_000_0000|54|Institute of Pacific Relations|Yusuke Tsurumi|22212817
cho_iprx_1927_0000_000_0000|55|Institute of Pacific Relations|Yusuke Tsurumi|22212817
cho_iprx_1927_0000_000_0000|55|Institute of Pacific Relations|James T. Shotwell|15053401
cho_iprx_1927_0000_000_0000|56|Institute of Pacific Relations|J. P. Chamberlain|15077436
cho_iprx_1927_0000_000_0000|56|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|56|Institute of Pacific Relations|James T. Shotwell|15053401
cho_iprx_1927_0000_000_0000|57|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|57|Institute of Pacific Relations|Manton Davis|22208039
cho_iprx_1927_0000_000_0000|58|Institute of Pacific Relations|Manton Davis|22208039
cho_iprx_1927_0000_000_0000|58|Institute of Pacific Relations|Akira Ishii Formerly Vice-President of the Nippon Yusen, Kaisha|22207354
cho_iprx_1927_0000_000_0000|59|Institute of Pacific Relations|William H. Kilpatrick|13698117
cho_iprx_1927_0000_000_0000|59|Institute of Pacific Relations|Akira Ishii|22207354
cho_iprx_1927_0000_000_0000|60|Institute of Pacific Relations|Herbert Croly Editor, New Republic, New York|13693557
cho_iprx_1927_0000_000_0000|60|Institute of Pacific Relations|William H. Kilpatrick|13698117
cho_iprx_1927_0000_000_0000|61|Institute of Pacific Relations|J. Merle Davis General Secretary, Institute of Pacific Relations|22213280
cho_iprx_1927_0000_000_0000|61|Institute of Pacific Relations|Herbert Croly|13693557
cho_iprx_1927_0000_000_0000|62|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|62|Institute of Pacific Relations|J. Merle Davis|22213280
cho_iprx_1927_0000_000_0000|63|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|63|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|64|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|65|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|66|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|67|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|68|Institute of Pacific Relations||
cho_iprx_1927_0000_000_0000|69|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|1|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|1|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|2|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|2|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|3|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|3|Problems of the Pacific 1929|J. B. Condliffe, D. Sc.|13548169
cho_iprx_1929_0000_001_0000|4|Institute of Pacific Relations|J. Merie Davis General Secretary|22213280
cho_iprx_1929_0000_001_0000|4|Problems of the Pacific 1929|J. Merle Davis General Secretary|22213280
cho_iprx_1929_0000_001_0000|5|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|5|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|6|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|6|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|7|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|7|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|8|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|8|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|9|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|9|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|10|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|10|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|11|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|11|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|12|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|12|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|13|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|13|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|14|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|14|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|15|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|15|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|16|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|16|Problems of the Pacific 1929|A. H. E. McDonald|22213301
cho_iprx_1929_0000_001_0000|17|Problems of the Pacific 1929|Miss S. T. King|
cho_iprx_1929_0000_001_0000|17|Institute of Pacific Relations|A. H. E. McDonald Director of Agriculture, New South Wales|22213301
cho_iprx_1929_0000_001_0000|17|Problems of the Pacific 1929|D. K. Lieu|22207498
cho_iprx_1929_0000_001_0000|18|Problems of the Pacific 1929|Franklin L. HO|22207715
cho_iprx_1929_0000_001_0000|18|Institute of Pacific Relations|D. K. Lieu|22207498
cho_iprx_1929_0000_001_0000|18|Institute of Pacific Relations|Miss S. T. King|
cho_iprx_1929_0000_001_0000|19|Institute of Pacific Relations|Franklin L. Ho|22207715
cho_iprx_1929_0000_001_0000|19|Problems of the Pacific 1929|Mingchien Joshua Bau M. A., Ph. D.|22208157
cho_iprx_1929_0000_001_0000|20|Problems of the Pacific 1929|Mingchien Joshua Bau M. A., Ph. D.|22208157
cho_iprx_1929_0000_001_0000|20|Institute of Pacific Relations|Mingchien Joshua Bau M.A., Ph.D.|22208157
cho_iprx_1929_0000_001_0000|21|Institute of Pacific Relations|Mingchien Joshua Bau M.A., Ph.D.|22208157
cho_iprx_1929_0000_001_0000|21|Problems of the Pacific 1929|James T. Shotwell|15053401
cho_iprx_1929_0000_001_0000|22|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|22|Institute of Pacific Relations|James T. Shotwell|15053401
cho_iprx_1929_0000_001_0000|23|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|23|Problems of the Pacific 1929|Wu Ding-Chang|22213476
cho_iprx_1929_0000_001_0000|24|Problems of the Pacific 1929|Masunosuke Odagiri|22208058
cho_iprx_1929_0000_001_0000|24|Institute of Pacific Relations|Wu Ding-Chang|22213476
cho_iprx_1929_0000_001_0000|25|Problems of the Pacific 1929|Chu Hsiao|
cho_iprx_1929_0000_001_0000|25|Institute of Pacific Relations|Masunosuke Odagiri|22208058
cho_iprx_1929_0000_001_0000|26|Problems of the Pacific 1929|C. Walter Young|18071347
cho_iprx_1929_0000_001_0000|26|Institute of Pacific Relations|Chu Hsiao|
cho_iprx_1929_0000_001_0000|27|Problems of the Pacific 1929|Shusi Hsu, Ph. D.|22207845
cho_iprx_1929_0000_001_0000|27|Institute of Pacific Relations|C. Walter Young|18071347
cho_iprx_1929_0000_001_0000|28|Problems of the Pacific 1929|Masamichi Royama|22208049
cho_iprx_1929_0000_001_0000|28|Institute of Pacific Relations|Shuhsi Hsu Ph.D.|22207845
cho_iprx_1929_0000_001_0000|29|Problems of the Pacific 1929|Yosuke Matsuoka|13709572
cho_iprx_1929_0000_001_0000|29|Institute of Pacific Relations|Masamichi Royama|22208049
cho_iprx_1929_0000_001_0000|30|Institute of Pacific Relations|Yosuke Matsuoka|13709572
cho_iprx_1929_0000_001_0000|30|Problems of the Pacific 1929|Max Richard White|22213662
cho_iprx_1929_0000_001_0000|31|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|31|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|32|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|32|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|33|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|33|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|34|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|34|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|35|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|35|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|36|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|36|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|37|Institute of Pacific Relations||
cho_iprx_1929_0000_001_0000|37|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|38|Problems of the Pacific 1929||
cho_iprx_1929_0000_001_0000|38|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|1|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|2|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|3|Institute of Pacific Relations|H. A. Wyndham|22247574
cho_iprx_1929_0000_002_0001|4|Institute of Pacific Relations|H. A. Wyndham|22247574
cho_iprx_1929_0000_002_0001|5|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|6|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|7|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|8|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|9|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|10|Institute of Pacific Relations|Major General Sir Neill Malcolm K. C. B., D. S. O|13735980
cho_iprx_1929_0000_002_0001|11|Institute of Pacific Relations|Shuhsi Hsu|22207845
cho_iprx_1929_0000_002_0001|12|Institute of Pacific Relations|Professor M. Royama|22208049
cho_iprx_1929_0000_002_0001|13|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|14|Institute of Pacific Relations|Arnold J. Toynbee|13681323
cho_iprx_1929_0000_002_0001|15|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|16|Institute of Pacific Relations||
cho_iprx_1929_0000_002_0001|17|Institute of Pacific Relations||
cho_iprx_1931_0001_000_0000|1|Institute of Pacific Relations|Harold S. Quigley, Ph.D.|14596506
cho_iprx_1931_0001_000_0000|1|Institute of Pacific Relations||
cho_iprx_1931_0001_000_0000|2|Institute of Pacific Relations|Harold S. Quigley, Ph.D.|14596506
cho_iprx_1931_0001_000_0000|2|Institute of Pacific Relations||
cho_iprx_1931_0001_000_0000|3|Institute of Pacific Relations||
cho_iprx_1931_0001_000_0000|4|Institute of Pacific Relations||
cho_iprx_1931_0001_000_0000|5|Institute of Pacific Relations||
cho_iprx_1931_0002_000_0000|1|Institute of Pacific Relations|Major-General Yasunosuke Sato|22207840
cho_iprx_1931_0002_000_0000|1|Institute of Pacific Relations|Major-General Yasunosuke Sato (Retired)|22207840
cho_iprx_1931_0002_000_0000|2|Institute of Pacific Relations|Shuhsi HsÜ Ph. D.|22207845
cho_iprx_1931_0002_000_0000|2|Institute of Pacific Relations|Shuhsi Hs&#x00FC;, PH. D.|22207845
cho_iprx_1931_0002_000_0000|3|Institute of Pacific Relations|Shuhsi Hs&#x00FC;, PH. D.|22207845
cho_iprx_1931_0002_000_0000|3|Institute of Pacific Relations|Shuhsi  HsÜ Ph. D.|22207845
cho_iprx_1931_0002_000_0000|4|Institute of Pacific Relations|Shuhsi HsÜ Ph. D.|22207845
cho_iprx_1931_0002_000_0000|4|Institute of Pacific Relations|Shuhsi Hs&#x00FC;, PH. D.|22207845
cho_iprx_1931_0002_000_0000|4|Institute of Pacific Relations|Robert Moore Duncan Ph. D.|
cho_iprx_1931_0002_000_0000|5|Institute of Pacific Relations|Hou Shu-t'ung M.A.|22207826
cho_iprx_1931_0002_000_0000|5|Institute of Pacific Relations|Hou Shu-l&apos;ung, M. A.|22207826
cho_iprx_1931_0003_000_0000|1|||
cho_iprx_1931_0003_000_0000|2||M. C. Chu|
cho_iprx_1931_0003_000_0000|2||C. Y. Hsieh|
cho_iprx_1931_0003_000_0000|3||H. D. Fong Ph. D.|22303621
cho_iprx_1931_0003_000_0000|4||Akira Nagano|22303427
cho_iprx_1931_0004_000_0000|1|Institute of Pacific Relations||
cho_iprx_1931_0004_000_0000|2|Institute of Pacific Relations||
cho_iprx_1931_0004_000_0000|3|Institute of Pacific Relations||
cho_iprx_1931_0004_000_0000|4|Institute of Pacific Relations|J. B. Condliffe, Research Secretary|13548169
cho_iprx_1931_0004_000_0000|5|Institute of Pacific Relations|R. H. T.|13679913
cho_iprx_1931_0004_000_0000|6|Institute of Pacific Relations||
cho_iprx_1931_0004_000_0000|7|Institute of Pacific Relations||
cho_iprx_1931_0004_000_0000|8|Institute of Pacific Relations||
cho_iprx_1931_0004_000_0000|9|Institute of Pacific Relations||
cho_iprx_1931_0004_000_0000|10|Institute of Pacific Relations||
cho_iprx_1931_0005_000_0000|1|Institute of Pacific Relations||
cho_iprx_1931_0005_000_0000|2|Institute of Pacific Relations|Mitsutaro Araki|22296934
cho_iprx_1931_0005_000_0000|3|Institute of Pacific Relations|Zenichi Itani|22297068
cho_iprx_1931_0005_000_0000|4|Institute of Pacific Relations|Dr. Masutaro Kimura, Dr. of Economics|22286708
cho_iprx_1931_0005_000_0000|5|Institute of Pacific Relations|D. K. Lieu|22207498
cho_iprx_1931_0005_000_0000|6|Institute of Pacific Relations|Katsushi Uchida, D. Sc. (Com)|22296865
cho_iprx_1931_0006_000_0000|1|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|2|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|3|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|4|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|5|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|6|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|7|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|8|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|9|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|10|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|11|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|12|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|13|Institute of Pacific Relations||
cho_iprx_1931_0006_000_0000|14|Institute of Pacific Relations||
cho_iprx_1931_0007_000_0000|1|Institute of Pacific Relations||
cho_iprx_1931_0007_000_0000|2|Institute of Pacific Relations|Junshiro Asari|
cho_iprx_1931_0007_000_0000|3|Institute of Pacific Relations|Inazo Nitobe D. Agri., LL. D.|13986386
cho_iprx_1931_0007_000_0000|4|Institute of Pacific Relations|Tetsujiro Shidachi|22304995
cho_iprx_1931_0007_000_0000|5|Institute of Pacific Relations|Kenzo Takayanagi|22298271
cho_iprx_1931_0008_000_0000|1|Institute of Pacific Relations|Kokichi Morimoto LL. D.|22303887
cho_iprx_1931_0008_000_0000|2|Institute of Pacific Relations|L. K. Tao|22303899
cho_iprx_1931_0008_000_0000|3|Institute of Pacific Relations|Dr. G. L. Wood|18080517
cho_iprx_1931_0008_000_0000|4|Institute of Pacific Relations||
cho_iprx_1931_0008_000_0000|5|Institute of Pacific Relations|C. Delisle Burns D. Litt.|18041894
cho_iprx_1931_0008_000_0000|6|Institute of Pacific Relations|A. S. Kanyon M.I.E.|22303300
cho_iprx_1931_0008_000_0000|7|Institute of Pacific Relations|C. C. Chang|
cho_iprx_1931_0008_000_0000|8|Institute of Pacific Relations|Shiroshi Nasu D. Agr.|22207632
cho_iprx_1931_0009_000_0000|1|Institute of Pacific Relations||
cho_iprx_1931_0009_000_0000|2|Institute of Pacific Relations|Norman Mackenzie, LL. M.|22297034
cho_iprx_1931_0010_000_0000|1|Institute of Pacific Relations||
cho_iprx_1931_0010_000_0000|2|Institute of Pacific Relations|Downie Stewart|22303350
cho_iprx_1931_0010_000_0000|3|Institute of Pacific Relations|Lewis L. Lorwin, Ph.D.|17991619
cho_iprx_1931_0010_000_0000|4|Institute of Pacific Relations|Philip G. Wright, M.A.|14882748
cho_iprx_1931_0011_000_0000|1|Institute of Pacific Relations||
cho_iprx_1931_0011_000_0000|2|Institute of Pacific Relations|J. P. Chamberlain, Ph.D., LL.D.|15077436
cho_iprx_1931_0011_000_0000|3|Institute of Pacific Relations|Mingchien Joshua Bau|22208157
cho_iprx_1931_0012_000_0001|1|Institute of Pacific Relations|K. H. Bailey M.A., B.C.L.|22236987
cho_iprx_1931_0012_000_0001|2|Institute of Pacific Relations|Ralph Arnold|
cho_iprx_1931_0012_000_0001|3|Institute of Pacific Relations|Mingchien Joshua Bau|22208157
cho_iprx_1931_0012_000_0001|4|Institute of Pacific Relations|Walter H. Mallory|14747085
cho_iprx_1931_0012_000_0001|5|Institute of Pacific Relations|Dr.Saburo Yamada|22303569
cho_iprx_1931_0012_000_0001|6|Institute of Pacific Relations|T. D. H. Hall LL.B.|22304987
cho_iprx_1931_0012_000_0001|7|Institute of Pacific Relations||
cho_iprx_1931_0012_000_0001|8|Institute of Pacific Relations|Gordon Lindsay|
cho_iprx_1931_0012_000_0001|9|Institute of Pacific Relations|D. R. Michener|14775851
cho_iprx_1931_0012_000_0001|10|Institute of Pacific Relations|H. F. Angus|22236421
cho_iprx_1931_0012_000_0001|11|Institute of Pacific Relations||
cho_iprx_1931_0012_000_0001|12|Institute of Pacific Relations|Joseph P. Chamberlain, Ph.D., LL.D.|15077436
cho_iprx_1931_0014_000_0000|1|||
cho_iprx_1931_0014_000_0000|2|||
cho_iprx_1931_0014_000_0000|3||G. Warren Swire|22303603
cho_iprx_1931_0014_000_0000|4||W. F. Spalding|22305010
cho_iprx_1931_0014_000_0000|5||Professor P. M. Roxby|22237991
cho_iprx_1931_0014_000_0000|6|||
cho_iprx_1931_0017_000_0000|1||Maria Paz Mendoza-Guazon M. D., D. T. M.|22303871
cho_iprx_1931_0017_000_0000|2||Francisco Benitez|22303591
cho_iprx_1931_0017_000_0000|3||Mariano D. Gana M. A., Ll. B., D. C. L.|
cho_iprx_1931_0017_000_0000|4||Prof. Cecilio Lopez Ph. D.|22304923
